time_stamp,temperature,pm2.5_atm
2022-10-03T00:00:00Z,70.334,3.598
2022-10-03T06:00:00Z,66.467,3.2385
2022-10-03T12:00:00Z,67.761,4.385
2022-10-03T18:00:00Z,80.222,2.659
2022-10-04T00:00:00Z,72.494,3.7585
2022-10-04T06:00:00Z,67.5,3.107
2022-10-04T12:00:00Z,68.622,3.1455
2022-10-04T18:00:00Z,79.805,2.6655
2022-10-05T00:00:00Z,73.623,4.507
2022-10-05T06:00:00Z,69.417,5.5035
2022-10-05T12:00:00Z,68.361,7.0345
2022-10-05T18:00:00Z,74.483,5.5445
2022-10-06T00:00:00Z,69.255,11.1725
2022-10-06T06:00:00Z,64.205,13.98
2022-10-06T12:00:00Z,58.078,10.525
2022-10-06T18:00:00Z,57.572,0.654
2022-10-07T00:00:00Z,51.439,0.2465
2022-10-07T06:00:00Z,48.583,0.3445
2022-10-07T12:00:00Z,47.461,0.9585
2022-10-07T18:00:00Z,51.606,0.415
2022-10-08T00:00:00Z,47.294,2.531
2022-10-08T06:00:00Z,41.867,1.7515
2022-10-08T12:00:00Z,47.228,1.0025
2022-10-08T18:00:00Z,65.411,0.717
2022-10-09T00:00:00Z,60.5,2.745
2022-10-09T06:00:00Z,53.9,3.4615
2022-10-09T12:00:00Z,55.728,5.0345
2022-10-09T18:00:00Z,70.65,4.189
