time_stamp,temperature,pm2.5_atm
2022-10-03T00:00:00Z,72.261,6.714
2022-10-03T06:00:00Z,69.017,5.7490000000000006
2022-10-03T12:00:00Z,70.917,7.753
2022-10-03T18:00:00Z,79.822,6.6615
2022-10-04T00:00:00Z,71.622,6.306
2022-10-04T06:00:00Z,67.705,6.1505
2022-10-04T12:00:00Z,71.745,11.093499999999999
2022-10-04T18:00:00Z,82.095,11.879999999999999
2022-10-05T00:00:00Z,73.711,8.125499999999999
2022-10-05T06:00:00Z,69.783,10.407
2022-10-05T12:00:00Z,72.533,11.628499999999999
2022-10-05T18:00:00Z,78.45,9.918
2022-10-06T00:00:00Z,70.35,19.009
2022-10-06T06:00:00Z,67.005,25.66
2022-10-06T12:00:00Z,63.822,21.223
2022-10-06T18:00:00Z,61.678,1.604
2022-10-07T00:00:00Z,55.8,1.0215
2022-10-07T06:00:00Z,53.728,0.699
2022-10-07T12:00:00Z,53.311,1.367
2022-10-07T18:00:00Z,56.905,1.1035
2022-10-08T00:00:00Z,50.406,3.7655000000000003
2022-10-08T06:00:00Z,45.055,3.7565
2022-10-08T12:00:00Z,52.372,2.2385
2022-10-08T18:00:00Z,67.356,1.5695000000000001
2022-10-09T00:00:00Z,60.15,4.047000000000001
2022-10-09T06:00:00Z,54.589,4.6195
2022-10-09T12:00:00Z,59.684,6.58
2022-10-09T18:00:00Z,72.206,7.858
