time_stamp,temperature,pm2.5_atm
2022-10-03T00:00:00Z,69.595,7.7365
2022-10-03T06:00:00Z,65.867,7.198
2022-10-03T12:00:00Z,67.816,9.149000000000001
2022-10-03T18:00:00Z,78.817,5.9079999999999995
2022-10-04T00:00:00Z,71.339,8.4925
2022-10-04T06:00:00Z,66.378,5.809
2022-10-04T12:00:00Z,70.061,6.2235
2022-10-04T18:00:00Z,80.855,5.9445
2022-10-05T00:00:00Z,73.393,9.985
2022-10-05T06:00:00Z,68.678,10.5225
2022-10-05T12:00:00Z,70.683,13.869
2022-10-05T18:00:00Z,77,11.3645
2022-10-06T00:00:00Z,68.95,32.597
2022-10-06T06:00:00Z,64.1,31.0595
2022-10-06T12:00:00Z,58.445,22.481
2022-10-06T18:00:00Z,56.55,1.5715
2022-10-07T00:00:00Z,51.206,1.7375
2022-10-07T06:00:00Z,48.723,0.7115
2022-10-07T12:00:00Z,47.661,2.373
2022-10-07T18:00:00Z,52.511,1.7105000000000001
2022-10-08T00:00:00Z,45.9,20.573
2022-10-08T06:00:00Z,40.755,5.916
2022-10-08T12:00:00Z,49.783,2.745
2022-10-08T18:00:00Z,66.539,2.468
2022-10-09T00:00:00Z,61.011,18.8645
2022-10-09T06:00:00Z,51.411,7.2115
2022-10-09T12:00:00Z,56.85,11.7485
2022-10-09T18:00:00Z,70.25,9.4865
