time_stamp,temperature,pm2.5_atm
2022-10-03T00:00:00Z,73.039,4.0295
2022-10-03T06:00:00Z,68.957,3.1755
2022-10-03T12:00:00Z,71.735,4.093999999999999
2022-10-03T18:00:00Z,84.644,2.533
2022-10-04T00:00:00Z,74.328,3.2555
2022-10-04T06:00:00Z,69.978,2.254
2022-10-04T12:00:00Z,73.722,2.5555
2022-10-04T18:00:00Z,85.566,2.7535
2022-10-05T00:00:00Z,76.289,4.7505
2022-10-05T06:00:00Z,71.583,4.8895
2022-10-05T12:00:00Z,73.9,6.551
2022-10-05T18:00:00Z,81.661,5.0055
2022-10-06T00:00:00Z,72.006,14.582
2022-10-06T06:00:00Z,66.744,14.872
2022-10-06T12:00:00Z,61.628,10.5255
2022-10-06T18:00:00Z,61.505,0.295
2022-10-07T00:00:00Z,54.944,0.062
2022-10-07T06:00:00Z,52.478,0.0285
2022-10-07T12:00:00Z,52.266,0.21
2022-10-07T18:00:00Z,56.972,0.1235
2022-10-08T00:00:00Z,49.622,7.25
2022-10-08T06:00:00Z,45.406,1.5365
2022-10-08T12:00:00Z,52.889,0.48350000000000004
2022-10-08T18:00:00Z,71.922,0.6775
2022-10-09T00:00:00Z,64.084,3.1929999999999996
2022-10-09T06:00:00Z,54.678,2.512
2022-10-09T12:00:00Z,61.551,4.085
2022-10-09T18:00:00Z,78.239,4.2395
