time_stamp,temperature,pm2.5_atm
2022-10-03T00:00:00Z,70.05,7.0265
2022-10-03T06:00:00Z,66.555,6.2095
2022-10-03T12:00:00Z,69.622,7.8675
2022-10-03T18:00:00Z,80.739,6.0655
2022-10-04T00:00:00Z,72.545,9.062
2022-10-04T06:00:00Z,67.5,6.0665
2022-10-04T12:00:00Z,73.055,6.1295
2022-10-04T18:00:00Z,82.428,6.114
2022-10-05T00:00:00Z,74.622,9.1905
2022-10-05T06:00:00Z,68.589,11.355
2022-10-05T12:00:00Z,72.466,12.6455
2022-10-05T18:00:00Z,76.944,11.7635
2022-10-06T00:00:00Z,68.333,29.711
2022-10-06T06:00:00Z,64.356,28.835
2022-10-06T12:00:00Z,59.839,20.4475
2022-10-06T18:00:00Z,60.172,1.4
2022-10-07T00:00:00Z,52.044,1.981
2022-10-07T06:00:00Z,49.322,0.386
2022-10-07T12:00:00Z,49.572,1.8330000000000002
2022-10-07T18:00:00Z,54.416,2.0549999999999997
2022-10-08T00:00:00Z,45.78,10.413
2022-10-08T06:00:00Z,41.394,5.3355
2022-10-08T12:00:00Z,53.133,1.897
2022-10-08T18:00:00Z,68.522,2.4755000000000003
2022-10-09T00:00:00Z,60.972,7.448
2022-10-09T06:00:00Z,51.322,8.817
2022-10-09T12:00:00Z,58.767,10.506
2022-10-09T18:00:00Z,73.468,8.933499999999999
