time_stamp,temperature,pm2.5_atm
2022-10-03T00:00:00Z,70.656,7.149
2022-10-03T06:00:00Z,67.089,6.872
2022-10-03T12:00:00Z,70.239,8.181
2022-10-03T18:00:00Z,80.022,5.1195
2022-10-04T00:00:00Z,70.989,6.1425
2022-10-04T06:00:00Z,66.95,4.7195
2022-10-04T12:00:00Z,69.839,5.2780000000000005
2022-10-04T18:00:00Z,82.878,5.527
2022-10-05T00:00:00Z,73.417,8.687
2022-10-05T06:00:00Z,69.044,8.389
2022-10-05T12:00:00Z,70.933,13.177
2022-10-05T18:00:00Z,79.461,9.991
2022-10-06T00:00:00Z,68.878,27.990499999999997
2022-10-06T06:00:00Z,65.194,27.5965
2022-10-06T12:00:00Z,60.484,21.303
2022-10-06T18:00:00Z,58.544,1.2135
2022-10-07T00:00:00Z,53.311,0.587
2022-10-07T06:00:00Z,50.428,0.291
2022-10-07T12:00:00Z,50.85,1.328
2022-10-07T18:00:00Z,55.55,1.0274999999999999
2022-10-08T00:00:00Z,45.394,10.991499999999998
2022-10-08T06:00:00Z,40.2,5.862
2022-10-08T12:00:00Z,48.106,2.8455
2022-10-08T18:00:00Z,65.964,2.036
2022-10-09T00:00:00Z,60.194,6.7435
2022-10-09T06:00:00Z,51.339,5.7715
2022-10-09T12:00:00Z,56.767,8.5305
2022-10-09T18:00:00Z,71.706,8.5435
