time_stamp,pm2.5_atm
2022-07-04T00:00:00Z,11.293
2022-07-04T06:00:00Z,12.138
2022-07-04T12:00:00Z,14.308499999999999
2022-07-04T18:00:00Z,5.4635
2022-07-05T00:00:00Z,15.863499999999998
2022-07-05T06:00:00Z,23.4005
2022-07-05T12:00:00Z,22.5285
2022-07-05T18:00:00Z,10.1345
2022-07-06T00:00:00Z,8.689499999999999
2022-07-06T06:00:00Z,5.615
2022-07-06T12:00:00Z,7.8155
2022-07-06T18:00:00Z,13.644
2022-07-07T00:00:00Z,13.9885
2022-07-07T06:00:00Z,18.835
2022-07-07T12:00:00Z,16.4605
2022-07-07T18:00:00Z,11.978
2022-07-08T00:00:00Z,13.4305
2022-07-08T06:00:00Z,18.2205
2022-07-08T12:00:00Z,15.4135
2022-07-08T18:00:00Z,11.64
2022-07-09T00:00:00Z,12.1795
2022-07-09T06:00:00Z,16.426499999999997
2022-07-09T12:00:00Z,8.807500000000001
2022-07-09T18:00:00Z,8.196
2022-07-10T00:00:00Z,9.589
2022-07-10T06:00:00Z,8.465499999999999
2022-07-10T12:00:00Z,10.357
2022-07-10T18:00:00Z,11.1115
