time_stamp,pm2.5_atm
2023-04-03T00:00:00Z,5.814500000000001
2023-04-03T06:00:00Z,3.217
2023-04-03T12:00:00Z,10.055
2023-04-03T18:00:00Z,9.597999999999999
2023-04-04T00:00:00Z,12.297
2023-04-04T06:00:00Z,8.919
2023-04-04T12:00:00Z,6.175000000000001
2023-04-04T18:00:00Z,5.902
2023-04-05T00:00:00Z,6.695
2023-04-05T06:00:00Z,10.2655
2023-04-05T12:00:00Z,2.1689999999999996
2023-04-05T18:00:00Z,2.9145
2023-04-06T00:00:00Z,7.516
2023-04-06T06:00:00Z,5.256
2023-04-06T12:00:00Z,4.628
2023-04-06T18:00:00Z,4.425000000000001
2023-04-07T00:00:00Z,10.347000000000001
2023-04-07T06:00:00Z,10.0365
2023-04-07T12:00:00Z,8.603
2023-04-07T18:00:00Z,11.734
2023-04-08T00:00:00Z,10.3325
2023-04-08T06:00:00Z,16.4375
2023-04-08T12:00:00Z,18.1055
2023-04-08T18:00:00Z,20.0815
2023-04-09T00:00:00Z,9.225999999999999
2023-04-09T06:00:00Z,9.697500000000002
2023-04-09T12:00:00Z,11.7835
2023-04-09T18:00:00Z,14.538
