time_stamp,pm2.5_atm
2023-04-03T00:00:00Z,5.5425
2023-04-03T06:00:00Z,2.569
2023-04-03T12:00:00Z,8.6815
2023-04-03T18:00:00Z,8.504
2023-04-04T00:00:00Z,10.867
2023-04-04T06:00:00Z,7.676
2023-04-04T12:00:00Z,4.6425
2023-04-04T18:00:00Z,5.125
2023-04-05T00:00:00Z,5.833
2023-04-05T06:00:00Z,9.800999999999998
2023-04-05T12:00:00Z,1.762
2023-04-05T18:00:00Z,2.409
2023-04-06T00:00:00Z,7.221
2023-04-06T06:00:00Z,5.1835
2023-04-06T12:00:00Z,4.5504999999999995
2023-04-06T18:00:00Z,3.559
2023-04-07T00:00:00Z,8.872499999999999
2023-04-07T06:00:00Z,9.866
2023-04-07T12:00:00Z,7.4265
2023-04-07T18:00:00Z,9.191500000000001
2023-04-08T00:00:00Z,9.506
2023-04-08T06:00:00Z,15.53
2023-04-08T12:00:00Z,16.122999999999998
2023-04-08T18:00:00Z,15.940000000000001
2023-04-09T00:00:00Z,7.7895
2023-04-09T06:00:00Z,8.6235
2023-04-09T12:00:00Z,10.303999999999998
2023-04-09T18:00:00Z,12.018
