time_stamp,pm2.5_atm
2023-04-03T00:00:00Z,8.616
2023-04-03T06:00:00Z,5.433
2023-04-03T12:00:00Z,10.5165
2023-04-03T18:00:00Z,11.0565
2023-04-04T00:00:00Z,12.515
2023-04-04T06:00:00Z,8.755500000000001
2023-04-04T12:00:00Z,5.962
2023-04-04T18:00:00Z,6.463
2023-04-05T00:00:00Z,7.452
2023-04-05T06:00:00Z,11.208
2023-04-05T12:00:00Z,2.5425
2023-04-05T18:00:00Z,3.121
2023-04-06T00:00:00Z,7.9745
2023-04-06T06:00:00Z,6.0024999999999995
2023-04-06T12:00:00Z,5.1005
2023-04-06T18:00:00Z,4.782
2023-04-07T00:00:00Z,11.494499999999999
2023-04-07T06:00:00Z,12.1005
2023-04-07T12:00:00Z,9.431999999999999
2023-04-07T18:00:00Z,12.236
2023-04-08T00:00:00Z,10.8265
2023-04-08T06:00:00Z,18.104
2023-04-08T12:00:00Z,18.819
2023-04-08T18:00:00Z,19.6845
2023-04-09T00:00:00Z,10.084499999999998
2023-04-09T06:00:00Z,10.911999999999999
2023-04-09T12:00:00Z,12.192
2023-04-09T18:00:00Z,15.0085
