time_stamp,pm2.5_atm
2023-10-09T00:00:00Z,4.0575
2023-10-09T06:00:00Z,4.1195
2023-10-09T12:00:00Z,3.0860000000000003
2023-10-09T18:00:00Z,1.764
2023-10-10T00:00:00Z,6.664
2023-10-10T06:00:00Z,2.909
2023-10-10T12:00:00Z,2.923
2023-10-10T18:00:00Z,3.1275
2023-10-11T00:00:00Z,19.3305
2023-10-11T06:00:00Z,15.903
2023-10-11T12:00:00Z,9.754
2023-10-11T18:00:00Z,6.779
2023-10-12T00:00:00Z,2.606
2023-10-12T06:00:00Z,1.677
2023-10-12T12:00:00Z,1.935
2023-10-12T18:00:00Z,0.7104999999999999
2023-10-13T00:00:00Z,0.46950000000000003
2023-10-13T06:00:00Z,0.1
2023-10-13T12:00:00Z,0.1345
2023-10-13T18:00:00Z,0.14600000000000002
2023-10-14T00:00:00Z,0.5595
2023-10-14T06:00:00Z,1.7175
2023-10-14T12:00:00Z,0.405
2023-10-14T18:00:00Z,0.9055
2023-10-15T00:00:00Z,3.5380000000000003
2023-10-15T06:00:00Z,3.527
2023-10-15T12:00:00Z,4.123
2023-10-15T18:00:00Z,3.6835
