time_stamp,pm2.5_atm
2023-10-09T00:00:00Z,3.074
2023-10-09T06:00:00Z,3.6310000000000002
2023-10-09T12:00:00Z,2.529
2023-10-09T18:00:00Z,1.1035
2023-10-10T00:00:00Z,4.844
2023-10-10T06:00:00Z,2.5845000000000002
2023-10-10T12:00:00Z,2.248
2023-10-10T18:00:00Z,2.6625
2023-10-11T00:00:00Z,12.215
2023-10-11T06:00:00Z,15.686
2023-10-11T12:00:00Z,9.378
2023-10-11T18:00:00Z,3.109
2023-10-12T00:00:00Z,1.8705
2023-10-12T06:00:00Z,1.653
2023-10-12T12:00:00Z,1.885
2023-10-12T18:00:00Z,0.477
2023-10-13T00:00:00Z,0.34299999999999997
2023-10-13T06:00:00Z,0.07
2023-10-13T12:00:00Z,0.0565
2023-10-13T18:00:00Z,0.1365
2023-10-14T00:00:00Z,0.415
2023-10-14T06:00:00Z,1.5605
2023-10-14T12:00:00Z,0.22549999999999998
2023-10-14T18:00:00Z,1.212
2023-10-15T00:00:00Z,3.1995
2023-10-15T06:00:00Z,2.9255
2023-10-15T12:00:00Z,3.1295
2023-10-15T18:00:00Z,3.5505
