time_stamp,pm2.5_atm
2023-10-09T00:00:00Z,2.9755
2023-10-09T06:00:00Z,3.664
2023-10-09T12:00:00Z,2.9745
2023-10-09T18:00:00Z,1.154
2023-10-10T00:00:00Z,3.5805
2023-10-10T06:00:00Z,2.899
2023-10-10T12:00:00Z,2.2585
2023-10-10T18:00:00Z,2.769
2023-10-11T00:00:00Z,11.6805
2023-10-11T06:00:00Z,15.774000000000001
2023-10-11T12:00:00Z,8.3355
2023-10-11T18:00:00Z,3.255
2023-10-12T00:00:00Z,2.7805
2023-10-12T06:00:00Z,1.678
2023-10-12T12:00:00Z,2.088
2023-10-12T18:00:00Z,0.5385
2023-10-13T00:00:00Z,0.4595
2023-10-13T06:00:00Z,0.037
2023-10-13T12:00:00Z,0.0555
2023-10-13T18:00:00Z,0.7985
2023-10-14T00:00:00Z,0.4165
2023-10-14T06:00:00Z,1.642
2023-10-14T12:00:00Z,0.2625
2023-10-14T18:00:00Z,0.7945
2023-10-15T00:00:00Z,3.0395000000000003
2023-10-15T06:00:00Z,3.5439999999999996
2023-10-15T12:00:00Z,3.6075
2023-10-15T18:00:00Z,3.1585
