time_stamp,temperature,pm2.5_atm
2022-07-04T00:00:00Z,86.005,12.152999999999999
2022-07-04T06:00:00Z,79.433,12.6205
2022-07-04T12:00:00Z,78.072,15.674
2022-07-04T18:00:00Z,89.961,6.906499999999999
2022-07-05T00:00:00Z,86.189,17.954
2022-07-05T06:00:00Z,79.272,23.215000000000003
2022-07-05T12:00:00Z,92.167,20.1
2022-07-05T18:00:00Z,96.039,9.584
2022-07-06T00:00:00Z,83.994,12.157499999999999
2022-07-06T06:00:00Z,76.373,5.5495
2022-07-06T12:00:00Z,81.211,7.299
2022-07-06T18:00:00Z,88.872,12.741
2022-07-07T00:00:00Z,83.623,13.134
2022-07-07T06:00:00Z,77.689,18.317999999999998
2022-07-07T12:00:00Z,91.45,14.741
2022-07-07T18:00:00Z,91.022,11.39
2022-07-08T00:00:00Z,84.945,15.712499999999999
2022-07-08T06:00:00Z,79.233,18.2375
2022-07-08T12:00:00Z,83.95,14.9465
2022-07-08T18:00:00Z,89.228,11.8915
2022-07-09T00:00:00Z,81.383,11.9115
2022-07-09T06:00:00Z,73.561,15.442
2022-07-09T12:00:00Z,90.006,8.469
2022-07-09T18:00:00Z,92.939,7.8345
2022-07-10T00:00:00Z,84.044,10.370999999999999
2022-07-10T06:00:00Z,76.894,8.5095
2022-07-10T12:00:00Z,85.65,9.557500000000001
2022-07-10T18:00:00Z,85.915,13.127
