time_stamp,temperature,pm2.5_atm
2022-07-04T00:00:00Z,84.733,16.664
2022-07-04T06:00:00Z,79.389,12.8265
2022-07-04T12:00:00Z,78.367,17.615000000000002
2022-07-04T18:00:00Z,90.31,12.763
2022-07-05T00:00:00Z,86.422,39.995
2022-07-05T06:00:00Z,79.328,26.0515
2022-07-05T12:00:00Z,83.5,26.0595
2022-07-05T18:00:00Z,92.983,10.857
2022-07-06T00:00:00Z,82.55,9.7
2022-07-06T06:00:00Z,74.461,6.2005
2022-07-06T12:00:00Z,77.444,8.8335
2022-07-06T18:00:00Z,87.916,14.401
2022-07-07T00:00:00Z,83.945,17.570999999999998
2022-07-07T06:00:00Z,78.094,20.6805
2022-07-07T12:00:00Z,84.978,18.390500000000003
2022-07-07T18:00:00Z,91.345,17.037
2022-07-08T00:00:00Z,85.767,15.977
2022-07-08T06:00:00Z,79.267,18.2635
2022-07-08T12:00:00Z,81.894,16.352
2022-07-08T18:00:00Z,88.889,11.031500000000001
2022-07-09T00:00:00Z,82.523,15.57
2022-07-09T06:00:00Z,74.928,18.409999999999997
2022-07-09T12:00:00Z,80.8,12.094000000000001
2022-07-09T18:00:00Z,93.395,10.2405
2022-07-10T00:00:00Z,84.006,14.282
2022-07-10T06:00:00Z,77.583,9.358
2022-07-10T12:00:00Z,82.772,10.9575
2022-07-10T18:00:00Z,87.333,13.025
