time_stamp,temperature,pm2.5_atm
2022-07-04T00:00:00Z,84.493,11.11
2022-07-04T06:00:00Z,78.956,12.27
2022-07-04T12:00:00Z,78.444,14.8545
2022-07-04T18:00:00Z,90.678,6.720000000000001
2022-07-05T00:00:00Z,85.172,29.851
2022-07-05T06:00:00Z,79.342,25.325499999999998
2022-07-05T12:00:00Z,86.106,21.624499999999998
2022-07-05T18:00:00Z,95.478,9.2345
2022-07-06T00:00:00Z,82.683,8.882
2022-07-06T06:00:00Z,75.122,5.593
2022-07-06T12:00:00Z,80.733,7.615
2022-07-06T18:00:00Z,88.395,11.334499999999998
2022-07-07T00:00:00Z,83.367,17.122
2022-07-07T06:00:00Z,77.967,20.1785
2022-07-07T12:00:00Z,91.066,15.522
2022-07-07T18:00:00Z,93.156,11.255
2022-07-08T00:00:00Z,86.567,16.7685
2022-07-08T06:00:00Z,80.65,16.802999999999997
2022-07-08T12:00:00Z,84.105,14.2025
2022-07-08T18:00:00Z,88.072,9.590499999999999
2022-07-09T00:00:00Z,81.533,12.9
2022-07-09T06:00:00Z,74.639,16.4005
2022-07-09T12:00:00Z,92.3,7.785
2022-07-09T18:00:00Z,95.95,12.0535
2022-07-10T00:00:00Z,84.161,9.021
2022-07-10T06:00:00Z,77.5,7.8805
2022-07-10T12:00:00Z,87.233,9.282
2022-07-10T18:00:00Z,87.917,11.123999999999999
