time_stamp,temperature,pm2.5_atm
2022-07-04T00:00:00Z,83.289,9.523
2022-07-04T06:00:00Z,79.1,11.436
2022-07-04T12:00:00Z,76.583,13.812
2022-07-04T18:00:00Z,84.866,6.332
2022-07-05T00:00:00Z,83.611,22.694
2022-07-05T06:00:00Z,78.656,24.323
2022-07-05T12:00:00Z,81.967,23.868000000000002
2022-07-05T18:00:00Z,88.656,9.327
2022-07-06T00:00:00Z,81.733,7.927
2022-07-06T06:00:00Z,74.711,5.317500000000001
2022-07-06T12:00:00Z,76.867,7.4855
2022-07-06T18:00:00Z,83.756,11.387
2022-07-07T00:00:00Z,82.167,12.9405
2022-07-07T06:00:00Z,77.934,18.224
2022-07-07T12:00:00Z,84.378,16.161
2022-07-07T18:00:00Z,88.233,11.495
2022-07-08T00:00:00Z,85,12.043
2022-07-08T06:00:00Z,78.928,17.939999999999998
2022-07-08T12:00:00Z,80.767,14.114999999999998
2022-07-08T18:00:00Z,83.856,9.3865
2022-07-09T00:00:00Z,81.178,11.3005
2022-07-09T06:00:00Z,75.283,13.491
2022-07-09T12:00:00Z,81.339,8.216
2022-07-09T18:00:00Z,87.423,7.8775
2022-07-10T00:00:00Z,82.867,8.8275
2022-07-10T06:00:00Z,77.311,7.827
2022-07-10T12:00:00Z,82.495,9.130500000000001
2022-07-10T18:00:00Z,84.456,10.8235
