time_stamp,pm2.5_atm
2023-01-02T00:00:00Z,30.592
2023-01-02T06:00:00Z,18.872500000000002
2023-01-02T12:00:00Z,19.0835
2023-01-02T18:00:00Z,21.323999999999998
2023-01-03T00:00:00Z,29.9645
2023-01-03T06:00:00Z,27.829
2023-01-03T12:00:00Z,18.8595
2023-01-03T18:00:00Z,8.9315
2023-01-04T00:00:00Z,4.2515
2023-01-04T06:00:00Z,2.56
2023-01-04T12:00:00Z,1.216
2023-01-04T18:00:00Z,1.484
2023-01-05T00:00:00Z,0.4105
2023-01-05T06:00:00Z,0.1965
2023-01-05T12:00:00Z,1.874
2023-01-05T18:00:00Z,8.493500000000001
2023-01-06T00:00:00Z,19.2175
2023-01-06T06:00:00Z,14.907
2023-01-06T12:00:00Z,19.070999999999998
2023-01-06T18:00:00Z,22.685499999999998
2023-01-07T00:00:00Z,34.792500000000004
2023-01-07T06:00:00Z,43.7145
2023-01-07T12:00:00Z,40.2405
2023-01-07T18:00:00Z,43.1075
2023-01-08T00:00:00Z,48.822
2023-01-08T06:00:00Z,41.8695
2023-01-08T12:00:00Z,39.3635
2023-01-08T18:00:00Z,36.923
