time_stamp,pm2.5_atm
2023-01-02T00:00:00Z,30.531
2023-01-02T06:00:00Z,37.3125
2023-01-02T12:00:00Z,33.3735
2023-01-02T18:00:00Z,33.428
2023-01-03T00:00:00Z,41.1375
2023-01-03T06:00:00Z,35.2265
2023-01-03T12:00:00Z,19.9285
2023-01-03T18:00:00Z,12.539
2023-01-04T00:00:00Z,5.6835
2023-01-04T06:00:00Z,3.3055000000000003
2023-01-04T12:00:00Z,0.982
2023-01-04T18:00:00Z,1.078
2023-01-05T00:00:00Z,0.392
2023-01-05T06:00:00Z,0.998
2023-01-05T12:00:00Z,5.0855
2023-01-05T18:00:00Z,16.067
2023-01-06T00:00:00Z,26.117
2023-01-06T06:00:00Z,21.8145
2023-01-06T12:00:00Z,23.0815
2023-01-06T18:00:00Z,28.086000000000002
2023-01-07T00:00:00Z,47.816
2023-01-07T06:00:00Z,51.108999999999995
2023-01-07T12:00:00Z,56.8085
2023-01-07T18:00:00Z,52.385000000000005
2023-01-08T00:00:00Z,60.255
2023-01-08T06:00:00Z,57.129
2023-01-08T12:00:00Z,54.349000000000004
2023-01-08T18:00:00Z,48.199
