time_stamp,pm2.5_atm
2023-01-02T00:00:00Z,32.0665
2023-01-02T06:00:00Z,42.912000000000006
2023-01-02T12:00:00Z,39.1175
2023-01-02T18:00:00Z,43.318
2023-01-03T00:00:00Z,49.4615
2023-01-03T06:00:00Z,41.6785
2023-01-03T12:00:00Z,22.3465
2023-01-03T18:00:00Z,13.587499999999999
2023-01-04T00:00:00Z,6.5725
2023-01-04T06:00:00Z,3.879
2023-01-04T12:00:00Z,1.4224999999999999
2023-01-04T18:00:00Z,1.866
2023-01-05T00:00:00Z,0.851
2023-01-05T06:00:00Z,0.789
2023-01-05T12:00:00Z,7.4915
2023-01-05T18:00:00Z,16.598
2023-01-06T00:00:00Z,21.893
2023-01-06T06:00:00Z,22.049
2023-01-06T12:00:00Z,29.969
2023-01-06T18:00:00Z,28.533
2023-01-07T00:00:00Z,48.4465
2023-01-07T06:00:00Z,54.157
2023-01-07T12:00:00Z,59.65
2023-01-07T18:00:00Z,61.3465
2023-01-08T00:00:00Z,63.8865
2023-01-08T06:00:00Z,57.3535
2023-01-08T12:00:00Z,54.688
2023-01-08T18:00:00Z,53.5385
