time_stamp,temperature,pm2.5_atm
2022-12-24T00:00:00Z,2.356,0.0075
2022-12-24T06:00:00Z,2.017,0
2022-12-24T12:00:00Z,3.616,0
2022-12-24T18:00:00Z,11.411,0
2022-12-25T00:00:00Z,7.389,0
2022-12-25T06:00:00Z,4.972,0
2022-12-25T12:00:00Z,6.9,0.1705
2022-12-25T18:00:00Z,14.033,0.298
2022-12-26T00:00:00Z,15.178,3.0465
2022-12-26T06:00:00Z,13.561,0.033
2022-12-26T12:00:00Z,12.155,0.0025
2022-12-26T18:00:00Z,20.001,0.0185
2022-12-27T00:00:00Z,13.472,0.7835000000000001
2022-12-27T06:00:00Z,13.839,0.002
2022-12-27T12:00:00Z,21.308,0.0085
2022-12-27T18:00:00Z,30.517,0.75
2022-12-28T00:00:00Z,28.667,4.545
2022-12-28T06:00:00Z,33.956,4.8004999999999995
2022-12-28T12:00:00Z,38.078,5.758
2022-12-28T18:00:00Z,43.905,7.0425
2022-12-29T00:00:00Z,42.906,12.962
2022-12-29T06:00:00Z,41.95,12.1535
2022-12-29T12:00:00Z,40.733,19.5205
2022-12-29T18:00:00Z,43.428,27.1205
