time_stamp,temperature,pm2.5_atm
2022-12-24T00:00:00Z,1.267,3.1505
2022-12-24T06:00:00Z,0.433,0.267
2022-12-24T12:00:00Z,4.144,2.062
2022-12-24T18:00:00Z,12,0.7805
2022-12-25T00:00:00Z,6.128,21.1765
2022-12-25T06:00:00Z,3.983,19.1585
2022-12-25T12:00:00Z,6.74,22.527
2022-12-25T18:00:00Z,13.35,14.8645
2022-12-26T00:00:00Z,14.367,17.247
2022-12-26T06:00:00Z,13.167,3.0525
2022-12-26T12:00:00Z,12.306,0.8775000000000001
2022-12-26T18:00:00Z,19.644,3.191
2022-12-27T00:00:00Z,11.45,15.443
2022-12-27T06:00:00Z,12.355,3.9314999999999998
2022-12-27T12:00:00Z,20.75,3.7725
2022-12-27T18:00:00Z,30.072,5.0425
2022-12-28T00:00:00Z,27.183,15.526
2022-12-28T06:00:00Z,32.644,14.6035
2022-12-28T12:00:00Z,37.25,13.685
2022-12-28T18:00:00Z,42.517,14.392
2022-12-29T00:00:00Z,41.133,19.219
2022-12-29T06:00:00Z,41.411,20.2045
2022-12-29T12:00:00Z,41.383,32.0865
2022-12-29T18:00:00Z,43.172,41.0085
