time_stamp,temperature,pm2.5_atm
2022-12-24T00:00:00Z,-0.052,3.4665
2022-12-24T06:00:00Z,-0.199,0.9795
2022-12-24T12:00:00Z,8,1.4485000000000001
2022-12-24T18:00:00Z,14.714,0.8480000000000001
2022-12-25T00:00:00Z,3.69,4.5015
2022-12-25T06:00:00Z,1.612,1.017
2022-12-25T12:00:00Z,6.713,2.622
2022-12-25T18:00:00Z,13.906,6.2780000000000005
2022-12-26T00:00:00Z,13.335,11.197
2022-12-26T06:00:00Z,11.188,3.56
2022-12-26T12:00:00Z,16.704,1.0275
2022-12-26T18:00:00Z,24.998,2.6075
2022-12-27T00:00:00Z,10.14,10.1115
2022-12-27T06:00:00Z,11.133,5.759
2022-12-27T12:00:00Z,22.654,4.268
2022-12-27T18:00:00Z,30.337,5.23
2022-12-28T00:00:00Z,25.845,16.655
2022-12-28T06:00:00Z,30.964,15.757
2022-12-28T12:00:00Z,35.721,16.037
2022-12-28T18:00:00Z,42.905,16.203000000000003
2022-12-29T00:00:00Z,40.389,22.302
2022-12-29T06:00:00Z,39.643,23.858
2022-12-29T12:00:00Z,39.061,33.849999999999994
2022-12-29T18:00:00Z,41.55,39.1545
