time_stamp,temperature,pm2.5_atm
2022-12-24T00:00:00Z,0.95,1.3215
2022-12-24T06:00:00Z,0.111,0.4885
2022-12-24T12:00:00Z,5.261,0.5965
2022-12-24T18:00:00Z,12.355,0.8240000000000001
2022-12-25T00:00:00Z,5.816,0.7815000000000001
2022-12-25T06:00:00Z,3.083,0.88
2022-12-25T12:00:00Z,6.699,2.0255
2022-12-25T18:00:00Z,12.74,7.9585
2022-12-26T00:00:00Z,14.356,13.892
2022-12-26T06:00:00Z,13.06,3.483
2022-12-26T12:00:00Z,16.35,1.562
2022-12-26T18:00:00Z,22.7,3.088
2022-12-27T00:00:00Z,12.4,6.51
2022-12-27T06:00:00Z,11.567,4.2575
2022-12-27T12:00:00Z,21.46,4.356
2022-12-27T18:00:00Z,30.234,5.205
2022-12-28T00:00:00Z,26.367,16.562
2022-12-28T06:00:00Z,31.389,16.3295
2022-12-28T12:00:00Z,35.522,16.064999999999998
2022-12-28T18:00:00Z,40.818,16.5085
2022-12-29T00:00:00Z,40.456,22.677999999999997
2022-12-29T06:00:00Z,40.783,22.9055
2022-12-29T12:00:00Z,40.128,33.832499999999996
2022-12-29T18:00:00Z,41.876,43.385
