time_stamp,temperature,pm2.5_atm
2022-12-24T00:00:00Z,1.467,3.321
2022-12-24T06:00:00Z,0.711,1.7730000000000001
2022-12-24T12:00:00Z,4.039,3.5425
2022-12-24T18:00:00Z,15.928,6.169499999999999
2022-12-25T00:00:00Z,6.072,10.039
2022-12-25T06:00:00Z,3.189,112.456
2022-12-25T12:00:00Z,6.095,5.093
2022-12-25T18:00:00Z,12.539,12.462
2022-12-26T00:00:00Z,14.333,15.377
2022-12-26T06:00:00Z,13.061,4.4895
2022-12-26T12:00:00Z,12.355,3.0805
2022-12-26T18:00:00Z,25.461,9.908999999999999
2022-12-27T00:00:00Z,10.3,7.4025
2022-12-27T06:00:00Z,11.917,4.5335
2022-12-27T12:00:00Z,21.3,4.414
2022-12-27T18:00:00Z,29.889,8.629
2022-12-28T00:00:00Z,27.383,14.1935
2022-12-28T06:00:00Z,33.156,20.155
2022-12-28T12:00:00Z,37.017,17.939
2022-12-28T18:00:00Z,43.639,12.9215
2022-12-29T00:00:00Z,41.733,18.662
2022-12-29T06:00:00Z,41.322,19.4905
2022-12-29T12:00:00Z,40.85,27.746499999999997
2022-12-29T18:00:00Z,43.334,36.1685
