time_stamp,pm2.5_atm
2023-07-14T00:00:00Z,5.7465
2023-07-14T01:00:00Z,7.489
2023-07-14T02:00:00Z,9.841999999999999
2023-07-14T03:00:00Z,9.2355
2023-07-14T04:00:00Z,12.061
2023-07-14T05:00:00Z,13.498000000000001
2023-07-14T06:00:00Z,15.1255
2023-07-14T07:00:00Z,16.571
2023-07-14T08:00:00Z,16.235
2023-07-14T09:00:00Z,16.076999999999998
2023-07-14T10:00:00Z,15.617
2023-07-14T11:00:00Z,15.091
2023-07-14T12:00:00Z,15.4775
2023-07-14T13:00:00Z,15.075500000000002
2023-07-14T14:00:00Z,14.0945
2023-07-14T15:00:00Z,17.221
2023-07-14T16:00:00Z,21.936
2023-07-14T17:00:00Z,27.678
2023-07-14T18:00:00Z,26.3655
2023-07-14T19:00:00Z,28.2145
2023-07-14T20:00:00Z,29.9235
2023-07-14T21:00:00Z,30.691000000000003
2023-07-14T22:00:00Z,24.812
2023-07-14T23:00:00Z,22.7185
2023-07-15T00:00:00Z,25.434
2023-07-15T01:00:00Z,25.825000000000003
2023-07-15T02:00:00Z,26.606
2023-07-15T03:00:00Z,32.179500000000004
2023-07-15T04:00:00Z,45.209
2023-07-15T05:00:00Z,54.108
2023-07-15T06:00:00Z,55.183499999999995
2023-07-15T07:00:00Z,56.9495
2023-07-15T08:00:00Z,59.503
2023-07-15T09:00:00Z,61.6065
2023-07-15T10:00:00Z,61.912000000000006
2023-07-15T11:00:00Z,63.34
2023-07-15T12:00:00Z,73.4425
2023-07-15T13:00:00Z,92.7825
2023-07-15T14:00:00Z,90.795
2023-07-15T15:00:00Z,81.687
2023-07-15T16:00:00Z,76.2085
2023-07-15T17:00:00Z,80.55950000000001
2023-07-15T18:00:00Z,82.0865
2023-07-15T19:00:00Z,74.36099999999999
2023-07-15T20:00:00Z,61.3125
2023-07-15T21:00:00Z,50.646
2023-07-15T22:00:00Z,38.820499999999996
2023-07-15T23:00:00Z,20.8495
