time_stamp,pm2.5_atm
2023-07-14T00:00:00Z,6.0600000000000005
2023-07-14T01:00:00Z,7.4795
2023-07-14T02:00:00Z,9.8
2023-07-14T03:00:00Z,9.587
2023-07-14T04:00:00Z,10.417
2023-07-14T05:00:00Z,11.6015
2023-07-14T06:00:00Z,13.3835
2023-07-14T07:00:00Z,14.831
2023-07-14T08:00:00Z,14.288499999999999
2023-07-14T09:00:00Z,14.8445
2023-07-14T10:00:00Z,14.2225
2023-07-14T11:00:00Z,13.741
2023-07-14T12:00:00Z,13.282
2023-07-14T13:00:00Z,12.92
2023-07-14T14:00:00Z,13.056
2023-07-14T15:00:00Z,16.5685
2023-07-14T16:00:00Z,21.195999999999998
2023-07-14T17:00:00Z,27.7815
2023-07-14T18:00:00Z,25.9195
2023-07-14T19:00:00Z,27.317
2023-07-14T20:00:00Z,28.5965
2023-07-14T21:00:00Z,29.729
2023-07-14T22:00:00Z,25.008
2023-07-14T23:00:00Z,21.657
2023-07-15T00:00:00Z,24.08
2023-07-15T01:00:00Z,24.7015
2023-07-15T02:00:00Z,25.3185
2023-07-15T03:00:00Z,31.905
2023-07-15T04:00:00Z,45.833
2023-07-15T05:00:00Z,51.2115
2023-07-15T06:00:00Z,52.182500000000005
2023-07-15T07:00:00Z,52.866
2023-07-15T08:00:00Z,54.5925
2023-07-15T09:00:00Z,55.99
2023-07-15T10:00:00Z,56.019999999999996
2023-07-15T11:00:00Z,57.9435
2023-07-15T12:00:00Z,68.9185
2023-07-15T13:00:00Z,85.239
2023-07-15T14:00:00Z,81.44300000000001
2023-07-15T15:00:00Z,73.96549999999999
2023-07-15T16:00:00Z,68.65350000000001
2023-07-15T17:00:00Z,70.756
2023-07-15T18:00:00Z,75.31700000000001
2023-07-15T19:00:00Z,67.803
2023-07-15T20:00:00Z,56.545
2023-07-15T21:00:00Z,48.289500000000004
2023-07-15T22:00:00Z,36.871
2023-07-15T23:00:00Z,19.491999999999997
