Sensor_ID,Y,X,time_stamp,pm2.5_atm
3088,44.935818,-93.21752,2023-04-03T00:00:00Z,2.344
142734,44.90432,-93.280624,2023-04-03T00:00:00Z,6.82
145506,44.916107,-93.25623,2023-04-03T00:00:00Z,8.435500000000001
142726,45.01507,-93.28903,2023-04-03T00:00:00Z,6.498
142720,44.955555,-93.254974,2023-04-03T00:00:00Z,6.258
157845,44.928734,-93.26885,2023-04-03T00:00:00Z,11.256
142718,44.99631,-93.29565,2023-04-03T00:00:00Z,10.0785
128195,44.93578,-93.18634,2023-04-03T00:00:00Z,1.711
157861,44.930527,-93.25872,2023-04-03T00:00:00Z,7.909
113486,44.928123,-93.25389,2023-04-03T00:00:00Z,3.2195
145498,44.935925,-93.2779,2023-04-03T00:00:00Z,6.729
157871,44.934166,-93.27013,2023-04-03T00:00:00Z,5.6985
85113,44.93642,-93.17899,2023-04-03T00:00:00Z,6.618
157877,44.901764,-93.2089,2023-04-03T00:00:00Z,6.6675
77405,44.966743,-93.17984,2023-04-03T00:00:00Z,8.177
157935,44.930527,-93.32394,2023-04-03T00:00:00Z,4.7775
54907,45.003338,-93.25568,2023-04-03T00:00:00Z,8.624
43305,44.899097,-93.30169,2023-04-03T00:00:00Z,7.959
168327,44.95194,-93.263916,2023-04-03T00:00:00Z,7.055
21179,44.965965,-93.284615,2023-04-03T00:00:00Z,4.7915
174451,44.953358,-93.247055,2023-04-03T00:00:00Z,16.179000000000002
108364,44.878834,-93.35441,2023-04-03T00:00:00Z,7.233499999999999
142732,44.916058,-93.274155,2023-04-03T00:00:00Z,7.3265
142736,44.972713,-93.28224,2023-04-03T00:00:00Z,5.4875
145470,44.90896,-93.23099,2023-04-03T00:00:00Z,6.518000000000001
143648,45.029537,-93.29194,2023-04-03T00:00:00Z,5.738
143636,45.009544,-93.29431,2023-04-03T00:00:00Z,5.2235
143666,44.998505,-93.24864,2023-04-03T00:00:00Z,6.1475
143246,44.901524,-93.276825,2023-04-03T00:00:00Z,6.4955
143668,44.953743,-93.286804,2023-04-03T00:00:00Z,5.439
143240,44.987465,-93.25782,2023-04-03T00:00:00Z,5.5425
143242,44.96826,-93.21156,2023-04-03T00:00:00Z,6.291499999999999
143916,44.960915,-93.26111,2023-04-03T00:00:00Z,6.4745
143224,45.008877,-93.249146,2023-04-03T00:00:00Z,5.823
145202,45.013653,-93.2346,2023-04-03T00:00:00Z,6.309
143226,44.91171,-93.227066,2023-04-03T00:00:00Z,43.6255
145204,44.967304,-93.21772,2023-04-03T00:00:00Z,5.6805
143216,44.97844,-93.263535,2023-04-03T00:00:00Z,5.1005
143214,44.90534,-93.232285,2023-04-03T00:00:00Z,5.655
145242,45.007458,-93.26463,2023-04-03T00:00:00Z,6.561
142774,44.953075,-93.31713,2023-04-03T00:00:00Z,9.3635
145250,44.96758,-93.3164,2023-04-03T00:00:00Z,5.814500000000001
142748,44.965744,-93.285416,2023-04-03T00:00:00Z,4.814
142750,44.921528,-93.32784,2023-04-03T00:00:00Z,5.9855
145454,44.94475,-93.23892,2023-04-03T00:00:00Z,8.616
142744,44.996323,-93.29719,2023-04-03T00:00:00Z,6.9485
11134,44.92776,-93.32235,2023-04-03T00:00:00Z,3.788
174855,45.05947,-93.294075,2023-04-03T00:00:00Z,4.686999999999999
143656,44.932285,-93.28308,2023-04-03T00:00:00Z,5.7395
5582,44.891655,-93.34291,2023-04-03T00:00:00Z,3.6025
145204,44.967304,-93.21772,2023-04-03T06:00:00Z,2.9065000000000003
43305,44.899097,-93.30169,2023-04-03T06:00:00Z,3.8915
145202,45.013653,-93.2346,2023-04-03T06:00:00Z,3.345
145454,44.94475,-93.23892,2023-04-03T06:00:00Z,5.433
21179,44.965965,-93.284615,2023-04-03T06:00:00Z,2.2265
77405,44.966743,-93.17984,2023-04-03T06:00:00Z,4.335000000000001
143246,44.901524,-93.276825,2023-04-03T06:00:00Z,3.8205
142744,44.996323,-93.29719,2023-04-03T06:00:00Z,3.1245000000000003
143224,45.008877,-93.249146,2023-04-03T06:00:00Z,2.833
142726,45.01507,-93.28903,2023-04-03T06:00:00Z,3.2185
145470,44.90896,-93.23099,2023-04-03T06:00:00Z,2.4285
157935,44.930527,-93.32394,2023-04-03T06:00:00Z,1.976
174451,44.953358,-93.247055,2023-04-03T06:00:00Z,2.7325
143648,45.029537,-93.29194,2023-04-03T06:00:00Z,2.6795
113486,44.928123,-93.25389,2023-04-03T06:00:00Z,0.475
157871,44.934166,-93.27013,2023-04-03T06:00:00Z,2.1205
145506,44.916107,-93.25623,2023-04-03T06:00:00Z,3.9385
142736,44.972713,-93.28224,2023-04-03T06:00:00Z,2.8520000000000003
174855,45.05947,-93.294075,2023-04-03T06:00:00Z,1.678
143242,44.96826,-93.21156,2023-04-03T06:00:00Z,3.735
142732,44.916058,-93.274155,2023-04-03T06:00:00Z,3.371
145498,44.935925,-93.2779,2023-04-03T06:00:00Z,2.7475
143916,44.960915,-93.26111,2023-04-03T06:00:00Z,3.1825
143656,44.932285,-93.28308,2023-04-03T06:00:00Z,2.5095
143666,44.998505,-93.24864,2023-04-03T06:00:00Z,3.0165
142734,44.90432,-93.280624,2023-04-03T06:00:00Z,5.166
3088,44.935818,-93.21752,2023-04-03T06:00:00Z,0.806
5582,44.891655,-93.34291,2023-04-03T06:00:00Z,1.2505000000000002
142720,44.955555,-93.254974,2023-04-03T06:00:00Z,2.6215
142750,44.921528,-93.32784,2023-04-03T06:00:00Z,2.784
143668,44.953743,-93.286804,2023-04-03T06:00:00Z,2.5505
143636,45.009544,-93.29431,2023-04-03T06:00:00Z,2.969
108364,44.878834,-93.35441,2023-04-03T06:00:00Z,3.1145
11134,44.92776,-93.32235,2023-04-03T06:00:00Z,1.4725
142774,44.953075,-93.31713,2023-04-03T06:00:00Z,3.758
143226,44.91171,-93.227066,2023-04-03T06:00:00Z,2.2525
145250,44.96758,-93.3164,2023-04-03T06:00:00Z,3.217
143214,44.90534,-93.232285,2023-04-03T06:00:00Z,2.0275
142718,44.99631,-93.29565,2023-04-03T06:00:00Z,2.66
54907,45.003338,-93.25568,2023-04-03T06:00:00Z,2.9105
128195,44.93578,-93.18634,2023-04-03T06:00:00Z,0.001
85113,44.93642,-93.17899,2023-04-03T06:00:00Z,2.569
157861,44.930527,-93.25872,2023-04-03T06:00:00Z,4.676
143216,44.97844,-93.263535,2023-04-03T06:00:00Z,2.5805
142748,44.965744,-93.285416,2023-04-03T06:00:00Z,2.3355
143240,44.987465,-93.25782,2023-04-03T06:00:00Z,2.569
157845,44.928734,-93.26885,2023-04-03T06:00:00Z,4.593
157877,44.901764,-93.2089,2023-04-03T06:00:00Z,3.2055
145242,45.007458,-93.26463,2023-04-03T06:00:00Z,2.99
143636,45.009544,-93.29431,2023-04-03T12:00:00Z,9.2295
143242,44.96826,-93.21156,2023-04-03T12:00:00Z,8.692499999999999
128195,44.93578,-93.18634,2023-04-03T12:00:00Z,3.024
3088,44.935818,-93.21752,2023-04-03T12:00:00Z,2.853
157845,44.928734,-93.26885,2023-04-03T12:00:00Z,9.0475
145204,44.967304,-93.21772,2023-04-03T12:00:00Z,8.5215
54907,45.003338,-93.25568,2023-04-03T12:00:00Z,8.2675
142726,45.01507,-93.28903,2023-04-03T12:00:00Z,9.8215
142718,44.99631,-93.29565,2023-04-03T12:00:00Z,10.1155
113486,44.928123,-93.25389,2023-04-03T12:00:00Z,2.9805
157935,44.930527,-93.32394,2023-04-03T12:00:00Z,7.745000000000001
143240,44.987465,-93.25782,2023-04-03T12:00:00Z,8.6815
142720,44.955555,-93.254974,2023-04-03T12:00:00Z,9.0135
5582,44.891655,-93.34291,2023-04-03T12:00:00Z,5.7995
145506,44.916107,-93.25623,2023-04-03T12:00:00Z,8.225999999999999
157877,44.901764,-93.2089,2023-04-03T12:00:00Z,7.9285
157871,44.934166,-93.27013,2023-04-03T12:00:00Z,8.581
143916,44.960915,-93.26111,2023-04-03T12:00:00Z,9.747
143216,44.97844,-93.263535,2023-04-03T12:00:00Z,9.494
85113,44.93642,-93.17899,2023-04-03T12:00:00Z,7.5875
143214,44.90534,-93.232285,2023-04-03T12:00:00Z,6.713
174855,45.05947,-93.294075,2023-04-03T12:00:00Z,8.8385
11134,44.92776,-93.32235,2023-04-03T12:00:00Z,7.5295
145242,45.007458,-93.26463,2023-04-03T12:00:00Z,9.987
142774,44.953075,-93.31713,2023-04-03T12:00:00Z,10.532
145250,44.96758,-93.3164,2023-04-03T12:00:00Z,10.055
143226,44.91171,-93.227066,2023-04-03T12:00:00Z,8.381
108364,44.878834,-93.35441,2023-04-03T12:00:00Z,8.412
142748,44.965744,-93.285416,2023-04-03T12:00:00Z,7.745
143246,44.901524,-93.276825,2023-04-03T12:00:00Z,8.5095
43305,44.899097,-93.30169,2023-04-03T12:00:00Z,7.8765
77405,44.966743,-93.17984,2023-04-03T12:00:00Z,10.3565
142750,44.921528,-93.32784,2023-04-03T12:00:00Z,8.6955
145202,45.013653,-93.2346,2023-04-03T12:00:00Z,9.755
145498,44.935925,-93.2779,2023-04-03T12:00:00Z,9.455
142732,44.916058,-93.274155,2023-04-03T12:00:00Z,7.845
143666,44.998505,-93.24864,2023-04-03T12:00:00Z,8.9665
142736,44.972713,-93.28224,2023-04-03T12:00:00Z,8.868500000000001
157861,44.930527,-93.25872,2023-04-03T12:00:00Z,8.0555
143656,44.932285,-93.28308,2023-04-03T12:00:00Z,8.0665
143648,45.029537,-93.29194,2023-04-03T12:00:00Z,9.67
174451,44.953358,-93.247055,2023-04-03T12:00:00Z,10.226
145470,44.90896,-93.23099,2023-04-03T12:00:00Z,7.353
143224,45.008877,-93.249146,2023-04-03T12:00:00Z,9.3065
142744,44.996323,-93.29719,2023-04-03T12:00:00Z,10.8045
21179,44.965965,-93.284615,2023-04-03T12:00:00Z,7.148
145454,44.94475,-93.23892,2023-04-03T12:00:00Z,10.5165
143668,44.953743,-93.286804,2023-04-03T12:00:00Z,8.622
157871,44.934166,-93.27013,2023-04-03T18:00:00Z,9.040500000000002
85113,44.93642,-93.17899,2023-04-03T18:00:00Z,8.1585
108364,44.878834,-93.35441,2023-04-03T18:00:00Z,7.712999999999999
143246,44.901524,-93.276825,2023-04-03T18:00:00Z,8.473500000000001
113486,44.928123,-93.25389,2023-04-03T18:00:00Z,3.478
142734,44.90432,-93.280624,2023-04-03T18:00:00Z,8.855
157861,44.930527,-93.25872,2023-04-03T18:00:00Z,8.514
145204,44.967304,-93.21772,2023-04-03T18:00:00Z,8.4845
143216,44.97844,-93.263535,2023-04-03T18:00:00Z,9.8115
143214,44.90534,-93.232285,2023-04-03T18:00:00Z,7.512499999999999
145242,45.007458,-93.26463,2023-04-03T18:00:00Z,9.505
142774,44.953075,-93.31713,2023-04-03T18:00:00Z,9.3815
143226,44.91171,-93.227066,2023-04-03T18:00:00Z,14.851
142748,44.965744,-93.285416,2023-04-03T18:00:00Z,8.0535
145250,44.96758,-93.3164,2023-04-03T18:00:00Z,9.598
142750,44.921528,-93.32784,2023-04-03T18:00:00Z,9.1965
145202,45.013653,-93.2346,2023-04-03T18:00:00Z,9.0175
145454,44.94475,-93.23892,2023-04-03T18:00:00Z,11.0565
142744,44.996323,-93.29719,2023-04-03T18:00:00Z,10.332
143668,44.953743,-93.286804,2023-04-03T18:00:00Z,9.0
143224,45.008877,-93.249146,2023-04-03T18:00:00Z,8.3075
142736,44.972713,-93.28224,2023-04-03T18:00:00Z,9.115
142732,44.916058,-93.274155,2023-04-03T18:00:00Z,8.186499999999999
143916,44.960915,-93.26111,2023-04-03T18:00:00Z,11.858
145506,44.916107,-93.25623,2023-04-03T18:00:00Z,8.739999999999998
143242,44.96826,-93.21156,2023-04-03T18:00:00Z,8.686
142726,45.01507,-93.28903,2023-04-03T18:00:00Z,8.7455
142720,44.955555,-93.254974,2023-04-03T18:00:00Z,11.34
142718,44.99631,-93.29565,2023-04-03T18:00:00Z,9.5105
5582,44.891655,-93.34291,2023-04-03T18:00:00Z,5.454000000000001
157845,44.928734,-93.26885,2023-04-03T18:00:00Z,10.136
143240,44.987465,-93.25782,2023-04-03T18:00:00Z,8.504
128195,44.93578,-93.18634,2023-04-03T18:00:00Z,4.066
145470,44.90896,-93.23099,2023-04-03T18:00:00Z,8.3765
157877,44.901764,-93.2089,2023-04-03T18:00:00Z,8.915
145498,44.935925,-93.2779,2023-04-03T18:00:00Z,9.628
157935,44.930527,-93.32394,2023-04-03T18:00:00Z,7.515000000000001
11134,44.92776,-93.32235,2023-04-03T18:00:00Z,9.8345
21179,44.965965,-93.284615,2023-04-03T18:00:00Z,7.016
3088,44.935818,-93.21752,2023-04-03T18:00:00Z,3.571
77405,44.966743,-93.17984,2023-04-03T18:00:00Z,10.5795
143648,45.029537,-93.29194,2023-04-03T18:00:00Z,8.446
174451,44.953358,-93.247055,2023-04-03T18:00:00Z,12.913
143656,44.932285,-93.28308,2023-04-03T18:00:00Z,8.2595
54907,45.003338,-93.25568,2023-04-03T18:00:00Z,7.4375
143666,44.998505,-93.24864,2023-04-03T18:00:00Z,8.6415
43305,44.899097,-93.30169,2023-04-03T18:00:00Z,7.9005
143636,45.009544,-93.29431,2023-04-03T18:00:00Z,9.554
174855,45.05947,-93.294075,2023-04-03T18:00:00Z,7.822999999999999
142718,44.99631,-93.29565,2023-04-04T00:00:00Z,15.3665
54907,45.003338,-93.25568,2023-04-04T00:00:00Z,12.029
108364,44.878834,-93.35441,2023-04-04T00:00:00Z,10.6445
157845,44.928734,-93.26885,2023-04-04T00:00:00Z,19.651
157871,44.934166,-93.27013,2023-04-04T00:00:00Z,10.9855
5582,44.891655,-93.34291,2023-04-04T00:00:00Z,7.479
113486,44.928123,-93.25389,2023-04-04T00:00:00Z,3.7015
157861,44.930527,-93.25872,2023-04-04T00:00:00Z,10.342
143224,45.008877,-93.249146,2023-04-04T00:00:00Z,10.7305
