Sensor_ID_1,Sensor_ID_2,Distance
3088,5582,9.169156312408587
3088,11134,7.251682847685751
3088,21179,5.073362518845242
3088,43305,6.3338174683233115
3088,54907,5.349296674485365
3088,61239,5.37129499213495
3088,77405,3.3620935337608593
3088,85113,2.6578224820869654
3088,99807,7.422700298925264
3088,101525,6.694277111250276
3088,108364,10.226983343808008
3088,110979,5.059406019358188
3088,113486,2.5640494559813614
3088,128195,2.1505542006896525
3088,142718,6.8151980462175725
3088,142720,2.920017975795488
3088,142726,7.362456324343257
3088,142724,1.8008857361567516
3088,142734,4.8644895579402485
3088,142732,4.137170139690604
3088,142736,5.138274458874733
3088,142742,7.627669122251176
3088,142744,6.900032944177002
3088,142750,7.672579778193851
3088,142748,5.117639292404616
3088,142774,6.9726597864872915
3088,142928,2.538000660549639
3088,142932,2.7088881618660796
3088,143214,2.335819776691048
3088,143216,4.326054346390518
3088,143226,1.7883913041565513
3088,143224,5.490905330624098
3088,143242,2.275041889859369
3088,143240,4.518337312519067
3088,143246,4.7250532481389875
3088,143248,5.623621345581314
3088,143284,2.2834073244207382
3088,143634,8.066378145498199
3088,143636,7.342291037916882
3088,143648,8.25409641452048
3088,143656,4.528377296516365
3088,143660,0.27859117296389607
3088,143666,4.827123608591921
3088,143668,4.9360081348926155
3088,143916,3.4692030099326185
3088,143942,6.677815527398184
3088,145202,5.496184307396786
3088,145204,2.17170190185681
3088,145242,5.913793089793752
3088,145250,7.163178252777181
3088,145262,6.5839892555573085
3088,145454,1.5994121197908928
3088,145470,2.072373671406616
3088,145498,4.1645468278819955
3088,145506,2.9961150406697192
3088,145604,2.324473434814898
3088,157845,3.573898536719676
3088,157861,2.8649907277076365
3088,157871,3.6304149415354012
3088,157877,2.422857652588283
3088,157935,7.349085760538085
3088,161401,7.517709029514873
3088,166459,4.41899380208606
3088,168327,3.3877262812390105
3088,174451,2.3692399214858404
3088,174855,10.030766615256757
3088,176569,2.2089761025046752
3088,182801,2.80170842354479
3088,183325,5.923361938467904
3088,186901,1.6107114112809364
3088,188539,4.834678999896452
3088,193171,12.745545584611015
3088,193207,4.371274081606784
3088,194635,2.4779339434980465
3088,196233,4.235377928202171
3088,198941,0.9374499209795111
5582,11134,2.86569628379174
5582,21179,6.514232855704392
5582,43305,2.888997398837062
5582,54907,9.774155159594068
5582,61239,9.87231479233962
5582,77405,12.382385818428887
5582,85113,11.719928595826984
5582,99807,2.267422266214825
5582,101525,2.613989627136708
5582,108364,1.1879004887554123
5582,110979,9.389795536420454
5582,113486,6.635136511099477
5582,128195,11.219630827418923
5582,142718,7.920149941396943
5582,142720,7.497358592131588
5582,142726,9.288050249930851
5582,142724,7.553510243216737
5582,142734,4.383912203175628
5582,142732,5.032018811818343
5582,142736,6.983326295591445
5582,142742,1.791057613420507
5582,142744,7.87785161655641
5582,142750,2.3077364399709244
5582,142748,6.468230093412115
5582,142774,4.594305678856789
5582,142928,7.9976911074056725
5582,142932,7.566815786813291
5582,143214,7.6882080338164585
5582,143216,8.111793210013884
5582,143226,8.108862926004141
5582,143224,10.353338937482878
5582,143242,10.487661484957062
5582,143240,8.838096511330118
5582,143246,4.608572486753963
5582,143248,9.68762192317589
5582,143284,7.718026016304305
5582,143634,9.721093439174902
5582,143636,8.794906822056685
5582,143648,10.13900135521614
5582,143656,4.988184194864601
5582,143660,9.442809901446417
5582,143666,9.827932061667736
5582,143668,5.77178191657708
5582,143916,7.392642737839798
5582,143942,6.730189934288591
5582,145202,11.252102267025522
5582,145204,10.08865390239936
5582,145242,9.640843828153901
5582,145250,5.546746794809741
5582,145262,6.665167378239536
5582,145454,8.053221839804342
5582,145470,7.811095516742143
5582,145498,5.424798180554353
5582,145506,6.211833394800669
5582,145604,8.755163206104529
5582,157845,5.712518968977004
5582,157861,6.395840767333879
5582,157871,5.813382588754921
5582,157877,9.269222696317183
5582,157935,2.983310572589844
5582,161401,6.283880272045613
5582,166459,5.1927883443713885
5582,168327,6.85374354019159
5582,174451,7.862659600123096
5582,174855,12.054697943100699
5582,176569,8.836898041016717
5582,182801,11.851320418775602
5582,183325,11.654633164262313
5582,186901,9.244616142357021
5582,188539,8.237818778255956
5582,193171,11.150519983204921
5582,193207,11.985693747726186
5582,194635,7.784080962414042
5582,196233,12.813578374479773
5582,198941,8.32070601667404
11134,21179,3.7037176557203013
11134,43305,2.4369767759490957
11134,54907,6.951124048414566
11134,61239,7.050169577232684
11134,77405,10.19033908239255
11134,85113,9.905876072642812
11134,99807,0.6564543049270593
11134,101525,2.6189226265954106
11134,108364,4.034487667641349
11134,110979,6.578402082430662
11134,113486,4.721901888206065
11134,128195,9.39720098037225
11134,142718,5.0740244109143475
11134,142720,5.026973145618205
11134,142726,6.445581688694217
11134,142724,5.477678744989179
11134,142734,3.300945947946719
11134,142732,3.4206967363185172
11134,142736,4.155300187719137
11134,142742,1.196078678005563
11134,142744,5.03728849152825
11134,142750,0.5728343056919625
11134,142748,3.6541619095806874
11134,142774,1.7827642772342505
11134,142928,5.560316417615817
11134,142932,5.1426507186181984
11134,143214,6.401555036261974
11134,143216,5.354865555887664
11134,143226,6.664527118471184
11134,143224,7.536230548115494
11134,143242,8.13599136053027
11134,143240,6.06359542256656
11134,143246,3.624062060900272
11134,143248,6.847040693722206
11134,143284,5.39046118147921
11134,143634,6.9110698837149
11134,143636,5.9631483579786755
11134,143648,7.326432014828711
11134,143656,2.726459518921668
11134,143660,7.503130150771316
11134,143666,7.046654904777321
11134,143668,3.0368400422769817
11134,143916,4.803154358415717
11134,143942,3.8889011802789955
11134,145202,8.469174386509273
11134,145204,7.714767321798816
11134,145242,6.787146345087211
11134,145250,2.7769633099429454
11134,145262,3.817827556154079
11134,145454,5.872455695950318
11134,145470,6.433329890747857
11134,145498,3.117107450053008
11134,145506,4.630724024473202
11134,145604,6.314183037722071
11134,157845,3.690623149218634
11134,157861,4.392847461025414
11134,157871,3.628726822355427
11134,157877,8.02769064028659
11134,157935,0.22011084893093674
11134,161401,3.5604487467073405
11134,166459,4.355055452037286
11134,168327,4.361750096377612
11134,174451,5.4851727106198656
11134,174855,9.291297702874829
11134,176569,6.416919314826302
11134,182801,9.698198160220837
11134,183325,8.855881741890647
11134,186901,6.943842583232181
11134,188539,5.42909171204657
11134,193171,8.993984805747457
11134,193207,9.404489781758626
11134,194635,5.3890700814412185
11134,196233,10.415820366129386
11134,198941,6.327140114342272
21179,43305,4.760022540259866
21179,54907,3.2599665809223866
21179,61239,3.3580829163479553
21179,77405,7.226759487287219
21179,85113,7.564820154716347
21179,99807,4.249805684472427
21179,101525,5.16409632012442
21179,108364,7.699950366363955
21179,110979,2.8780299625207397
21179,113486,3.3620260149601564
21179,128195,7.090766187797696
21179,142718,2.2270542113295932
21179,142720,2.166821174158165
21179,142726,3.4005406446138307
21179,142724,3.4365584533504574
21179,142734,4.260691433675515
21179,142732,3.5169862949512303
21179,142736,0.4934096913205724
21179,142742,4.732034266846091
21179,142744,2.2663830367062445
21179,142750,4.275745434996155
21179,142748,0.0573109437565093
21179,142774,2.41242695612297
21179,142928,2.637366018646653
21179,142932,2.372248333347758
21179,143214,5.523728534956658
21179,143216,1.6894552710187023
21179,143226,5.455125049735403
21179,143224,3.8398924301373785
21179,143242,5.041248403422889
21179,143240,2.3694951099503414
21179,143246,4.476994087485502
21179,143248,3.186459591442331
21179,143284,2.7908485314343086
21179,143634,4.05725307911278
21179,143636,3.079221494252871
21179,143648,4.413710243015018
21179,143656,2.3253944229490795
21179,143660,5.239810473677612
21179,143666,3.3457211546973795
21179,143668,0.8563917876260443
21179,143916,1.6581857999040275
21179,143942,1.643271801818737
21179,145202,4.766394700553379
21179,145204,4.614818252253341
21179,145242,3.1765184752175335
21179,145250,2.1951088210492675
21179,145262,1.5401678994615362
21179,145454,3.4747944178381176
21179,145470,5.398019806048066
21179,145498,2.123058319332394
21179,145506,3.9570611515913403
21179,145604,3.2392195897978797
21179,157845,2.7886286010529644
21179,157861,3.027244629552108
21179,157871,2.410073580327855
21179,157877,6.846867270492443
21179,157935,3.6511682936531096
21179,161401,2.4457419709018877
21179,166459,4.960770973840077
21179,168327,1.724510361568206
21179,174451,2.732630502544192
21179,174855,6.482165641768444
21179,176569,3.372781562170498
21179,182801,6.826351606646205
21179,183325,5.152668720105104
21179,186901,4.073042376536197
21179,188539,1.7266649940951464
21179,193171,7.949936274270192
21179,193207,5.887677934528301
21179,194635,2.619431338789925
21179,196233,7.1295774005680865
21179,198941,4.202714405424238
43305,54907,7.858927162473732
43305,61239,7.949814877680911
43305,77405,9.612506110537307
43305,85113,8.84574508903443
43305,99807,2.0169775464351316
43305,101525,0.4254275969499062
43305,108364,3.89554705430147
