Sensor_ID,Y,X,time_stamp,humidity,temperature,pm2.5_atm,cluster,reclassified_cluster
174451,44.9533612,-93.2471748,2023-04-03T18:00:00Z,34.3,57.083,12.913,2,C3 (35.5-55.4)
157757,44.954324,-93.249533,2023-04-03T18:00:00Z,35.399,53.48,8.794,3,C4 (55.5-150.3)
142736,44.9724723,-93.2830342,2023-04-03T18:00:00Z,41.501,53.085,9.115,3,C4 (55.5-150.3)
17189,44.9812848,-93.2716517,2023-04-03T18:00:00Z,17.5,89.367,0.654,1,C2 (12.1-35.4)
162845,44.908493,-93.116658,2023-04-03T18:00:00Z,15.206,89.639,0.235,1,C2 (12.1-35.4)
157871,44.9350858,-93.270685,2023-04-03T18:00:00Z,44.306,48.544,9.040500000000002,3,C4 (55.5-150.3)
145454,44.944523,-93.239353,2023-04-03T18:00:00Z,43.528,49.111,11.0565,3,C4 (55.5-150.3)
108366,44.8798835,-93.3896065,2023-04-03T18:00:00Z,37.85,53.056,8.1345,3,C4 (55.5-150.3)
113486,44.927942,-93.254285,2023-04-03T18:00:00Z,40.994,50.055,3.478,6,
142750,44.923123,-93.329243,2023-04-03T18:00:00Z,37.4,54.006,9.1965,3,C4 (55.5-150.3)
156605,44.9508794,-93.2478742,2023-04-03T18:00:00Z,39.711,52.817,9.0155,3,C4 (55.5-150.3)
142748,44.9657162,-93.2849645,2023-04-03T18:00:00Z,,,8.0535,3,C4 (55.5-150.3)
108364,44.878977,-93.354913,2023-04-03T18:00:00Z,36.466,53.794,7.712999999999999,3,C4 (55.5-150.3)
142728,44.957925,-93.246001,2023-04-03T18:00:00Z,40.334,50.633,10.667,3,C4 (55.5-150.3)
157845,44.9280732,-93.2691738,2023-04-03T18:00:00Z,38.924,53.339,10.136,3,C4 (55.5-150.3)
107096,44.94275,-93.1704394,2023-04-03T18:00:00Z,22.831,77.456,5.999,6,
142720,44.956349,-93.255908,2023-04-03T18:00:00Z,39.284,50.85,11.34,3,C4 (55.5-150.3)
11134,44.927815,-93.322808,2023-04-03T18:00:00Z,0.0,32.0,9.8345,3,C4 (55.5-150.3)
43305,44.898873,-93.302307,2023-04-03T18:00:00Z,37.806,51.878,7.9005,3,C4 (55.5-150.3)
147749,44.955786,-93.385116,2023-04-03T18:00:00Z,22.0445,82.358,17.122500000000002,2,C3 (35.5-55.4)
5582,44.891801,-93.343657,2023-04-03T18:00:00Z,33.706,54.067,5.454000000000001,6,
143916,44.9608851,-93.2614542,2023-04-03T18:00:00Z,42.861,48.506,11.858,3,C4 (55.5-150.3)
171919,44.900388,-93.387719,2023-04-03T18:00:00Z,30.539,57.778,9.095,3,C4 (55.5-150.3)
3088,44.935901,-93.21761,2023-04-03T18:00:00Z,36.194,54.957,3.571,6,
21179,44.9659784,-93.284883,2023-04-03T18:00:00Z,39.472,54.5,7.016,6,
116413,44.9613228,-93.242437,2023-04-03T18:00:00Z,43.039,51.033,4.989,6,
142748,44.9657162,-93.2849645,2023-04-04T00:00:00Z,,,9.9495,3,C4 (55.5-150.3)
156605,44.9508794,-93.2478742,2023-04-04T00:00:00Z,51.152,44.858,10.279,3,C4 (55.5-150.3)
145454,44.944523,-93.239353,2023-04-04T00:00:00Z,49.967,43.778,12.515,3,C4 (55.5-150.3)
23989,45.112031,-93.277993,2023-04-04T00:00:00Z,52.833,42.389,7.9355,3,C4 (55.5-150.3)
143246,44.901768,-93.277434,2023-04-04T00:00:00Z,49.884,43.317,11.0725,3,C4 (55.5-150.3)
157787,45.0394756,-93.2886019,2023-04-04T00:00:00Z,50.8,43.6,10.0935,3,C4 (55.5-150.3)
147749,44.955786,-93.385116,2023-04-04T00:00:00Z,23.058,82.3275,9.0755,3,C4 (55.5-150.3)
126487,45.0386,-93.2142,2023-04-04T00:00:00Z,48.894,44.605,4.7285,6,
98259,44.8996846,-93.1791584,2023-04-04T00:00:00Z,50.7,43.462,4.4425,6,
171919,44.900388,-93.387719,2023-04-04T00:00:00Z,33.922,54.906,11.3415,3,C4 (55.5-150.3)
142744,44.995871,-93.296236,2023-04-04T00:00:00Z,84.376,39.002,14.4995,2,C3 (35.5-55.4)
145204,44.9680397,-93.21806909,2023-04-04T00:00:00Z,52.108,43.426,9.729500000000002,3,C4 (55.5-150.3)
43305,44.898873,-93.302307,2023-04-04T00:00:00Z,49.1,44.178,9.955,3,C4 (55.5-150.3)
145250,44.9681144,-93.3170144,2023-04-04T00:00:00Z,47.928,48.967,12.297,3,C4 (55.5-150.3)
145202,45.013673,-93.234185,2023-04-04T00:00:00Z,51.283,42.128,11.2625,3,C4 (55.5-150.3)
143238,45.0423825,-93.2978862,2023-04-04T00:00:00Z,52.328,43.067,10.7915,3,C4 (55.5-150.3)
143226,44.9114735,-93.2251173,2023-04-04T00:00:00Z,43.539,49.094,9.1975,3,C4 (55.5-150.3)
5582,44.891801,-93.343657,2023-04-04T00:00:00Z,42.361,48.005,7.479,3,C4 (55.5-150.3)
142730,44.992773,-93.297734,2023-04-04T00:00:00Z,50.156,44.772,12.0475,3,C4 (55.5-150.3)
143916,44.9608851,-93.2614542,2023-04-04T00:00:00Z,50.167,43.666,12.06,3,C4 (55.5-150.3)
171059,45.0594076,-93.2941786,2023-04-04T00:00:00Z,13.028,93.772,12.752,2,C3 (35.5-55.4)
75827,44.932755,-93.140978,2023-04-04T00:00:00Z,34.933,-228.0,8.5755,3,C4 (55.5-150.3)
142720,44.956349,-93.255908,2023-04-04T00:00:00Z,48.15,44.255,14.813,2,C3 (35.5-55.4)
174855,45.0594411,-93.2941663,2023-04-04T00:00:00Z,30.75,56.383,9.3405,3,C4 (55.5-150.3)
108364,44.878977,-93.354913,2023-04-04T00:00:00Z,49.883,43.716,10.6445,3,C4 (55.5-150.3)
143222,45.0463341,-93.3154419,2023-04-04T00:00:00Z,,,10.29,3,C4 (55.5-150.3)
108366,44.8798835,-93.3896065,2023-04-04T00:00:00Z,52.233,43.644,10.194,3,C4 (55.5-150.3)
142728,44.957925,-93.246001,2023-04-04T00:00:00Z,49.944,43.667,12.776,2,C3 (35.5-55.4)
145616,44.9792079,-93.3026155,2023-04-04T00:00:00Z,50.617,44.527,10.4345,3,C4 (55.5-150.3)
128195,44.935632,-93.186259,2023-04-04T00:00:00Z,49.107,44.355,4.4025,6,
157757,44.954324,-93.249533,2023-04-04T00:00:00Z,48.533,43.478,10.245,3,C4 (55.5-150.3)
142756,45.0045553,-93.2604822,2023-04-04T00:00:00Z,52.768,42.895,12.406,3,C4 (55.5-150.3)
107082,44.9202,-93.17529,2023-04-04T00:00:00Z,15.594,81.0,0.16,1,C2 (12.1-35.4)
143216,44.9777366,-93.2642892,2023-04-04T00:00:00Z,45.001,48.206,10.4775,3,C4 (55.5-150.3)
54907,45.00335341,-93.25570528,2023-04-04T00:00:00Z,48.011,43.916,12.029,3,C4 (55.5-150.3)
116413,44.9613228,-93.242437,2023-04-04T00:00:00Z,49.595,44.75,5.013,6,
174451,44.9533612,-93.2471748,2023-04-04T00:00:00Z,38.433,53.361,11.708,3,C4 (55.5-150.3)
143666,44.9978629,-93.2491069,2023-04-04T00:00:00Z,48.045,45.222,10.5735,3,C4 (55.5-150.3)
3088,44.935901,-93.21761,2023-04-04T00:00:00Z,43.979,48.414,3.5815,6,
142718,44.995739,-93.295972,2023-04-04T00:00:00Z,52.472,44.283,15.3665,2,C3 (35.5-55.4)
157837,44.9879989,-93.3105071,2023-04-04T00:00:00Z,49.095,43.667,12.245,3,C4 (55.5-150.3)
107096,44.94275,-93.1704394,2023-04-04T00:00:00Z,24.117,73.716,1.918,1,C2 (12.1-35.4)
143224,45.008751,-93.2498991,2023-04-04T00:00:00Z,50.409,43.697,10.7305,3,C4 (55.5-150.3)
143242,44.9675165,-93.2114928,2023-04-04T00:00:00Z,51.466,44.144,9.67,3,C4 (55.5-150.3)
157747,45.0158072,-93.2504886,2023-04-04T00:00:00Z,37.989,52.483,7.428,3,C4 (55.5-150.3)
142726,45.015118,-93.289444,2023-04-04T00:00:00Z,52.211,43.649,11.566,3,C4 (55.5-150.3)
145610,45.0102261,-93.2855661,2023-04-04T00:00:00Z,51.383,42.614,12.127,3,C4 (55.5-150.3)
21179,44.9659784,-93.284883,2023-04-04T00:00:00Z,50.956,46.794,9.3055,3,C4 (55.5-150.3)
142774,44.953557,-93.317888,2023-04-04T00:00:00Z,53.4,42.778,10.6895,3,C4 (55.5-150.3)
157871,44.9350858,-93.270685,2023-04-04T00:00:00Z,51.694,43.889,10.9855,3,C4 (55.5-150.3)
17189,44.9812848,-93.2716517,2023-04-04T00:00:00Z,16.422,88.739,0.56,1,C2 (12.1-35.4)
142736,44.9724723,-93.2830342,2023-04-04T00:00:00Z,51.097,44.354,10.794,3,C4 (55.5-150.3)
162845,44.908493,-93.116658,2023-04-04T00:00:00Z,16.321,89.85,0.716,1,C2 (12.1-35.4)
162145,44.928413,-93.411576,2023-04-04T00:00:00Z,41.207,49.702,12.1225,3,C4 (55.5-150.3)
143214,44.9063869,-93.2323539,2023-04-04T00:00:00Z,51.039,44.45,8.624500000000001,3,C4 (55.5-150.3)
142750,44.923123,-93.329243,2023-04-04T00:00:00Z,46.395,47.533,10.928,3,C4 (55.5-150.3)
113486,44.927942,-93.254285,2023-04-04T00:00:00Z,47.212,45.144,3.7015,6,
108274,45.030721,-93.393912,2023-04-04T00:00:00Z,45.728,46.694,3.751,6,
145470,44.908042,-93.2313388,2023-04-04T00:00:00Z,51.663,42.481,9.197500000000002,3,C4 (55.5-150.3)
157845,44.9280732,-93.2691738,2023-04-04T00:00:00Z,48.056,44.6,19.651,2,C3 (35.5-55.4)
142732,44.917056,-93.274602,2023-04-04T00:00:00Z,48.572,45.028,9.9605,3,C4 (55.5-150.3)
143648,45.03,-93.292549,2023-04-04T00:00:00Z,53.367,42.261,11.2395,3,C4 (55.5-150.3)
157861,44.929823,-93.258342,2023-04-04T00:00:00Z,46.105,44.144,10.342,3,C4 (55.5-150.3)
85113,44.9364071,-93.1789915,2023-04-04T00:00:00Z,46.289,45.005,9.268,3,C4 (55.5-150.3)
143636,45.0097112,-93.2949223,2023-04-04T00:00:00Z,46.74,46.902,12.9765,2,C3 (35.5-55.4)
46215,44.9100027,-93.2322485,2023-04-04T00:00:00Z,30.156,72.978,2.2165,1,C2 (12.1-35.4)
142752,44.998442,-93.297803,2023-04-04T00:00:00Z,84.0,72.0,16.9005,2,C3 (35.5-55.4)
157877,44.9010151,-93.2084282,2023-04-04T00:00:00Z,50.706,43.439,10.155,3,C4 (55.5-150.3)
157935,44.9298497,-93.3245593,2023-04-04T00:00:00Z,49.822,43.017,9.943,3,C4 (55.5-150.3)
11134,44.927815,-93.322808,2023-04-04T00:00:00Z,0.0,32.0,8.0485,3,C4 (55.5-150.3)
46215,44.9100027,-93.2322485,2023-04-04T06:00:00Z,28.85,67.933,0.8320000000000001,1,C2 (12.1-35.4)
128195,44.935632,-93.186259,2023-04-04T06:00:00Z,56.418,40.744,1.2905,1,C2 (12.1-35.4)
143666,44.9978629,-93.2491069,2023-04-04T06:00:00Z,55.295,41.011,6.9135,6,
54907,45.00335341,-93.25570528,2023-04-04T06:00:00Z,54.561,40.083,6.5425,6,
145610,45.0102261,-93.2855661,2023-04-04T06:00:00Z,63.433,37.539,7.481999999999999,3,C4 (55.5-150.3)
142752,44.998442,-93.297803,2023-04-04T06:00:00Z,84.0,72.0,9.2375,3,C4 (55.5-150.3)
142756,45.0045553,-93.2604822,2023-04-04T06:00:00Z,58.961,39.661,7.194,6,
142728,44.957925,-93.246001,2023-04-04T06:00:00Z,56.717,39.789,7.118,6,
142718,44.995739,-93.295972,2023-04-04T06:00:00Z,60.328,39.761,8.8255,3,C4 (55.5-150.3)
174451,44.9533612,-93.2471748,2023-04-04T06:00:00Z,44.106,48.939,7.678,3,C4 (55.5-150.3)
116413,44.9613228,-93.242437,2023-04-04T06:00:00Z,56.905,40.822,1.41,1,C2 (12.1-35.4)
143648,45.03,-93.292549,2023-04-04T06:00:00Z,59.864,39.27,7.683,3,C4 (55.5-150.3)
107082,44.9202,-93.17529,2023-04-04T06:00:00Z,15.0,81.0,0.155,1,C2 (12.1-35.4)
142730,44.992773,-93.297734,2023-04-04T06:00:00Z,59.484,39.789,7.8025,3,C4 (55.5-150.3)
11134,44.927815,-93.322808,2023-04-04T06:00:00Z,0.0,32.0,12.2565,3,C4 (55.5-150.3)
171059,45.0594076,-93.2941786,2023-04-04T06:00:00Z,12.683,93.739,0.002,1,C2 (12.1-35.4)
142732,44.917056,-93.274602,2023-04-04T06:00:00Z,54.828,41.311,6.255,6,
75827,44.932755,-93.140978,2023-04-04T06:00:00Z,39.039,-228.0,5.4705,6,
142720,44.956349,-93.255908,2023-04-04T06:00:00Z,54.672,40.522,6.7305,6,
143636,45.0097112,-93.2949223,2023-04-04T06:00:00Z,55.196,41.703,7.916499999999999,3,C4 (55.5-150.3)
17189,44.9812848,-93.2716517,2023-04-04T06:00:00Z,14.9,88.383,0.664,1,C2 (12.1-35.4)
174855,45.0594411,-93.2941663,2023-04-04T06:00:00Z,37.622,50.8,7.002,6,
157935,44.9298497,-93.3245593,2023-04-04T06:00:00Z,55.75,40.089,7.007999999999999,6,
143222,45.0463341,-93.3154419,2023-04-04T06:00:00Z,,,7.332,3,C4 (55.5-150.3)
143226,44.9114735,-93.2251173,2023-04-04T06:00:00Z,50.622,44.639,6.1325,6,
108366,44.8798835,-93.3896065,2023-04-04T06:00:00Z,53.305,42.044,8.1235,3,C4 (55.5-150.3)
142736,44.9724723,-93.2830342,2023-04-04T06:00:00Z,58.338,39.73,7.5565,3,C4 (55.5-150.3)
108364,44.878977,-93.354913,2023-04-04T06:00:00Z,56.478,39.589,7.493,3,C4 (55.5-150.3)
145616,44.9792079,-93.3026155,2023-04-04T06:00:00Z,58.0,40.611,7.968500000000001,3,C4 (55.5-150.3)
157837,44.9879989,-93.3105071,2023-04-04T06:00:00Z,56.339,38.939,8.492,3,C4 (55.5-150.3)
157871,44.9350858,-93.270685,2023-04-04T06:00:00Z,58.083,39.8,7.1685,6,
157757,44.954324,-93.249533,2023-04-04T06:00:00Z,55.673,39.867,6.614,6,
157845,44.9280732,-93.2691738,2023-04-04T06:00:00Z,54.995,40.194,7.327500000000001,3,C4 (55.5-150.3)
162145,44.928413,-93.411576,2023-04-04T06:00:00Z,46.1525,46.2945,9.914,3,C4 (55.5-150.3)
85113,44.9364071,-93.1789915,2023-04-04T06:00:00Z,53.706,40.944,6.114,6,
143242,44.9675165,-93.2114928,2023-04-04T06:00:00Z,59.35,40.028,6.141500000000001,6,
143246,44.901768,-93.277434,2023-04-04T06:00:00Z,55.189,39.695,7.321,3,C4 (55.5-150.3)
23989,45.112031,-93.277993,2023-04-04T06:00:00Z,62.405,37.901,5.5505,6,
157787,45.0394756,-93.2886019,2023-04-04T06:00:00Z,54.65,41.256,6.876,6,
143216,44.9777366,-93.2642892,2023-04-04T06:00:00Z,51.383,43.818,6.415,6,
98259,44.8996846,-93.1791584,2023-04-04T06:00:00Z,58.761,39.017,2.7215,1,C2 (12.1-35.4)
145454,44.944523,-93.239353,2023-04-04T06:00:00Z,57.272,39.372,8.755500000000001,3,C4 (55.5-150.3)
157747,45.0158072,-93.2504886,2023-04-04T06:00:00Z,41.656,48.267,4.6765,6,
171919,44.900388,-93.387719,2023-04-04T06:00:00Z,37.167,52.095,8.711,3,C4 (55.5-150.3)
142726,45.015118,-93.289444,2023-04-04T06:00:00Z,59.45,39.645,8.5815,3,C4 (55.5-150.3)
157877,44.9010151,-93.2084282,2023-04-04T06:00:00Z,57.761,39.3,6.9435,6,
145204,44.9680397,-93.21806909,2023-04-04T06:00:00Z,58.511,39.922,6.264,6,
142744,44.995871,-93.296236,2023-04-04T06:00:00Z,78.825,36.017,9.439,3,C4 (55.5-150.3)
162845,44.908493,-93.116658,2023-04-04T06:00:00Z,16.0,88.717,0.243,1,C2 (12.1-35.4)
113486,44.927942,-93.254285,2023-04-04T06:00:00Z,54.855,40.6,1.254,1,C2 (12.1-35.4)
108274,45.030721,-93.393912,2023-04-04T06:00:00Z,51.411,43.25,1.285,1,C2 (12.1-35.4)
145250,44.9681144,-93.3170144,2023-04-04T06:00:00Z,53.378,44.611,8.919,3,C4 (55.5-150.3)
147749,44.955786,-93.385116,2023-04-04T06:00:00Z,23.5305,80.936,0.0355,1,C2 (12.1-35.4)
43305,44.898873,-93.302307,2023-04-04T06:00:00Z,55.522,40.511,6.7775,6,
3088,44.935901,-93.21761,2023-04-04T06:00:00Z,51.19,43.746,2.225,1,C2 (12.1-35.4)
21179,44.9659784,-93.284883,2023-04-04T06:00:00Z,61.628,41.578,6.329000000000001,6,
142748,44.9657162,-93.2849645,2023-04-04T06:00:00Z,,,6.913,6,
143214,44.9063869,-93.2323539,2023-04-04T06:00:00Z,57.945,40.466,5.9085,6,
145202,45.013673,-93.234185,2023-04-04T06:00:00Z,57.917,38.645,6.926,6,
107096,44.94275,-93.1704394,2023-04-04T06:00:00Z,23.044,70.361,0.54,1,C2 (12.1-35.4)
126487,45.0386,-93.2142,2023-04-04T06:00:00Z,57.3,40.4,0.9945,1,C2 (12.1-35.4)
145470,44.908042,-93.2313388,2023-04-04T06:00:00Z,58.561,38.956,6.45,6,
5582,44.891801,-93.343657,2023-04-04T06:00:00Z,46.878,44.69,4.9025,6,
143224,45.008751,-93.2498991,2023-04-04T06:00:00Z,57.867,39.772,6.747,6,
143238,45.0423825,-93.2978862,2023-04-04T06:00:00Z,61.444,38.505,7.975,3,C4 (55.5-150.3)
142750,44.923123,-93.329243,2023-04-04T06:00:00Z,53.022,43.544,7.5805,3,C4 (55.5-150.3)
143916,44.9608851,-93.2614542,2023-04-04T06:00:00Z,54.495,41.433,8.032,3,C4 (55.5-150.3)
156605,44.9508794,-93.2478742,2023-04-04T06:00:00Z,57.51,41.988,7.1275,6,
142774,44.953557,-93.317888,2023-04-04T06:00:00Z,60.2,39.311,10.766,3,C4 (55.5-150.3)
157861,44.929823,-93.258342,2023-04-04T06:00:00Z,53.639,39.372,6.809,6,
142718,44.995739,-93.295972,2023-04-04T12:00:00Z,60.05,40.439,5.444,6,
143648,45.03,-93.292549,2023-04-04T12:00:00Z,56.294,41.839,4.702,6,
23989,45.112031,-93.277993,2023-04-04T12:00:00Z,61.906,38.594,2.832,1,C2 (12.1-35.4)
85113,44.9364071,-93.1789915,2023-04-04T12:00:00Z,52.983,42.694,4.202,6,
116413,44.9613228,-93.242437,2023-04-04T12:00:00Z,57.322,41.456,0.075,1,C2 (12.1-35.4)
142728,44.957925,-93.246001,2023-04-04T12:00:00Z,57.317,40.311,4.662000000000001,6,
143238,45.0423825,-93.2978862,2023-04-04T12:00:00Z,59.345,40.344,4.454000000000001,6,
143916,44.9608851,-93.2614542,2023-04-04T12:00:00Z,54.095,42.694,5.153499999999999,6,
147749,44.955786,-93.385116,2023-04-04T12:00:00Z,23.3255,80.6305,12.6125,2,C3 (35.5-55.4)
142744,44.995871,-93.296236,2023-04-04T12:00:00Z,75.721,37.171,5.0455000000000005,6,
145610,45.0102261,-93.2855661,2023-04-04T12:00:00Z,61.055,38.784,5.7845,6,
157787,45.0394756,-93.2886019,2023-04-04T12:00:00Z,55.278,41.478,4.6635,6,
142726,45.015118,-93.289444,2023-04-04T12:00:00Z,60.106,40.344,6.136,6,
108366,44.8798835,-93.3896065,2023-04-04T12:00:00Z,53.472,42.367,4.6705000000000005,6,
128195,44.935632,-93.186259,2023-04-04T12:00:00Z,56.245,42.072,0.096,1,C2 (12.1-35.4)
142748,44.9657162,-93.2849645,2023-04-04T12:00:00Z,,,4.2805,6,
142752,44.998442,-93.297803,2023-04-04T12:00:00Z,,,5.018000000000001,6,
143636,45.0097112,-93.2949223,2023-04-04T12:00:00Z,56.578,41.675,4.7005,6,
142736,44.9724723,-93.2830342,2023-04-04T12:00:00Z,58.663,40.699,5.033,6,
171919,44.900388,-93.387719,2023-04-04T12:00:00Z,38.534,51.744,4.5235,6,
21179,44.9659784,-93.284883,2023-04-04T12:00:00Z,62.873,41.9,6.9035,6,
171059,45.0594076,-93.2941786,2023-04-04T12:00:00Z,12.022,93.394,0.001,1,C2 (12.1-35.4)
108274,45.030721,-93.393912,2023-04-04T12:00:00Z,50.578,44.555,0.0085,1,C2 (12.1-35.4)
143222,45.0463341,-93.3154419,2023-04-04T12:00:00Z,,,3.606,6,
174451,44.9533612,-93.2471748,2023-04-04T12:00:00Z,47.111,47.505,4.757,6,
142730,44.992773,-93.297734,2023-04-04T12:00:00Z,59.533,41.083,4.4015,6,
145202,45.013673,-93.234185,2023-04-04T12:00:00Z,60.239,38.311,4.097,6,
143246,44.901768,-93.277434,2023-04-04T12:00:00Z,56.261,40.439,4.633,6,
107096,44.94275,-93.1704394,2023-04-04T12:00:00Z,24.0,73.394,0.718,1,C2 (12.1-35.4)
98259,44.8996846,-93.1791584,2023-04-04T12:00:00Z,60.006,39.956,1.617,1,C2 (12.1-35.4)
157747,45.0158072,-93.2504886,2023-04-04T12:00:00Z,44.622,47.194,2.8715,1,C2 (12.1-35.4)
162845,44.908493,-93.116658,2023-04-04T12:00:00Z,16.605,89.25,0.379,1,C2 (12.1-35.4)
145204,44.9680397,-93.21806909,2023-04-04T12:00:00Z,58.6,40.722,3.9485,6,
145250,44.9681144,-93.3170144,2023-04-04T12:00:00Z,55.495,43.406,6.175000000000001,6,
43305,44.898873,-93.302307,2023-04-04T12:00:00Z,56.444,41.45,4.316,6,
3088,44.935901,-93.21761,2023-04-04T12:00:00Z,52.088,44.41,1.12,1,C2 (12.1-35.4)
143242,44.9675165,-93.2114928,2023-04-04T12:00:00Z,59.911,40.628,2.6595,1,C2 (12.1-35.4)
113486,44.927942,-93.254285,2023-04-04T12:00:00Z,58.706,39.745,0.0465,1,C2 (12.1-35.4)
157877,44.9010151,-93.2084282,2023-04-04T12:00:00Z,60.755,39.283,5.2325,6,
157861,44.929823,-93.258342,2023-04-04T12:00:00Z,55.394,40.033,4.367,6,
143214,44.9063869,-93.2323539,2023-04-04T12:00:00Z,58.639,41.389,3.85,6,
142774,44.953557,-93.317888,2023-04-04T12:00:00Z,59.5,40.983,5.2555,6,
142750,44.923123,-93.329243,2023-04-04T12:00:00Z,56.474,42.305,4.0715,6,
145470,44.908042,-93.2313388,2023-04-04T12:00:00Z,58.644,40.518,4.3225,6,
46215,44.9100027,-93.2322485,2023-04-04T12:00:00Z,28.072,71.817,0.0465,1,C2 (12.1-35.4)
162145,44.928413,-93.411576,2023-04-04T12:00:00Z,47.561,45.9585,5.836,6,
157935,44.9298497,-93.3245593,2023-04-04T12:00:00Z,54.628,41.644,3.756,6,
157871,44.9350858,-93.270685,2023-04-04T12:00:00Z,60.178,40.089,5.6675,6,
157845,44.9280732,-93.2691738,2023-04-04T12:00:00Z,55.967,40.85,4.6345,6,
143226,44.9114735,-93.2251173,2023-04-04T12:00:00Z,52.578,44.978,4.13,6,
17189,44.9812848,-93.2716517,2023-04-04T12:00:00Z,15.095,89.928,0.833,1,C2 (12.1-35.4)
142732,44.917056,-93.274602,2023-04-04T12:00:00Z,55.239,42.584,3.978,6,
156605,44.9508794,-93.2478742,2023-04-04T12:00:00Z,59.189,42.222,11.2745,3,C4 (55.5-150.3)
5582,44.891801,-93.343657,2023-04-04T12:00:00Z,47.185,45.405,2.522,1,C2 (12.1-35.4)
145454,44.944523,-93.239353,2023-04-04T12:00:00Z,61.5,38.45,5.962,6,
157757,44.954324,-93.249533,2023-04-04T12:00:00Z,56.811,40.358,3.806,6,
143224,45.008751,-93.2498991,2023-04-04T12:00:00Z,57.05,41.257,4.1705000000000005,6,
142756,45.0045553,-93.2604822,2023-04-04T12:00:00Z,57.595,41.533,4.524,6,
107082,44.9202,-93.17529,2023-04-04T12:00:00Z,15.0,81.017,0.099,1,C2 (12.1-35.4)
54907,45.00335341,-93.25570528,2023-04-04T12:00:00Z,53.834,41.35,4.1850000000000005,6,
11134,44.927815,-93.322808,2023-04-04T12:00:00Z,0.0,32.0,47.6775,4,C5 (150.4-500)
108364,44.878977,-93.354913,2023-04-04T12:00:00Z,56.944,40.522,4.549,6,
174855,45.0594411,-93.2941663,2023-04-04T12:00:00Z,38.078,50.678,3.6505,6,
75827,44.932755,-93.140978,2023-04-04T12:00:00Z,41.683,-228.0,3.7615,6,
143666,44.9978629,-93.2491069,2023-04-04T12:00:00Z,56.989,41.139,4.79,6,
142720,44.956349,-93.255908,2023-04-04T12:00:00Z,54.828,41.933,4.7465,6,
143216,44.9777366,-93.2642892,2023-04-04T12:00:00Z,54.195,42.578,4.2865,6,
157837,44.9879989,-93.3105071,2023-04-04T12:00:00Z,56.039,40.272,4.234999999999999,6,
126487,45.0386,-93.2142,2023-04-04T12:00:00Z,56.722,41.328,0.002,1,C2 (12.1-35.4)
145616,44.9792079,-93.3026155,2023-04-04T12:00:00Z,58.639,41.355,4.603,6,
143222,45.0463341,-93.3154419,2023-04-04T18:00:00Z,,,3.8925,6,
143214,44.9063869,-93.2323539,2023-04-04T18:00:00Z,73.067,40.383,3.995,6,
157845,44.9280732,-93.2691738,2023-04-04T18:00:00Z,67.074,40.569,4.4795,6,
142732,44.917056,-93.274602,2023-04-04T18:00:00Z,65.478,42.311,4.001,6,
142736,44.9724723,-93.2830342,2023-04-04T18:00:00Z,70.45,40.779,5.073499999999999,6,
21179,44.9659784,-93.284883,2023-04-04T18:00:00Z,86.217,41.222,22.3285,2,C3 (35.5-55.4)
145610,45.0102261,-93.2855661,2023-04-04T18:00:00Z,71.274,38.643,6.1645,6,
142720,44.956349,-93.255908,2023-04-04T18:00:00Z,65.255,41.639,4.606,6,
85113,44.9364071,-93.1789915,2023-04-04T18:00:00Z,65.466,42.011,4.411,6,
145470,44.908042,-93.2313388,2023-04-04T18:00:00Z,71.711,39.567,4.4425,6,
143636,45.0097112,-93.2949223,2023-04-04T18:00:00Z,68.225,41.533,5.1295,6,
157757,44.954324,-93.249533,2023-04-04T18:00:00Z,69.089,39.856,4.1995000000000005,6,
157871,44.9350858,-93.270685,2023-04-04T18:00:00Z,70.25,40.072,4.653499999999999,6,
46215,44.9100027,-93.2322485,2023-04-04T18:00:00Z,27.105,72.006,0.013,1,C2 (12.1-35.4)
107082,44.9202,-93.17529,2023-04-04T18:00:00Z,17.494,80.078,0.092,1,C2 (12.1-35.4)
143226,44.9114735,-93.2251173,2023-04-04T18:00:00Z,64.161,44.578,4.3085,6,
174855,45.0594411,-93.2941663,2023-04-04T18:00:00Z,45.611,51.539,3.8935,6,
143916,44.9608851,-93.2614542,2023-04-04T18:00:00Z,63.544,42.828,5.029,6,
143224,45.008751,-93.2498991,2023-04-04T18:00:00Z,67.306,41.067,4.276,6,
142726,45.015118,-93.289444,2023-04-04T18:00:00Z,72.278,39.91,5.6945,6,
156605,44.9508794,-93.2478742,2023-04-04T18:00:00Z,72.628,41.145,7.535,3,C4 (55.5-150.3)
143238,45.0423825,-93.2978862,2023-04-04T18:00:00Z,70.783,40.117,4.656499999999999,6,
116413,44.9613228,-93.242437,2023-04-04T18:00:00Z,69.906,40.845,0.278,1,C2 (12.1-35.4)
145202,45.013673,-93.234185,2023-04-04T18:00:00Z,69.056,38.444,4.135,6,
143216,44.9777366,-93.2642892,2023-04-04T18:00:00Z,65.811,42.333,4.1975,6,
157787,45.0394756,-93.2886019,2023-04-04T18:00:00Z,64.4,41.906,4.1235,6,
107096,44.94275,-93.1704394,2023-04-04T18:00:00Z,25.017,73.989,3.1,1,C2 (12.1-35.4)
98259,44.8996846,-93.1791584,2023-04-04T18:00:00Z,72.289,39.55,1.742,1,C2 (12.1-35.4)
145454,44.944523,-93.239353,2023-04-04T18:00:00Z,72.566,38.467,6.463,6,
