Sensor_ID,Y,X,time_stamp,temperature,pm2.5_atm,cluster,reclassified_cluster
145250,44.9681144,-93.3170144,2022-07-04T12:00:00Z,77.383,14.292,1,C2 (12.1-35.4)
3088,44.935901,-93.21761,2022-07-04T12:00:00Z,81.162,7.8455,0,C1 (<12)
107096,44.94275,-93.1704394,2022-07-04T12:00:00Z,85.189,21.135,2,C3 (35.5-55.4)
143648,45.03,-93.292549,2022-07-04T12:00:00Z,78.555,14.259,1,C2 (12.1-35.4)
11134,44.927815,-93.322808,2022-07-04T12:00:00Z,32.0,10.9005,3,C4 (>55.4)
128195,44.935632,-93.186259,2022-07-04T12:00:00Z,79.872,11.591,3,C4 (>55.4)
17189,44.9812848,-93.2716517,2022-07-04T12:00:00Z,87.522,4.584,5,C6 (>500)
43305,44.898873,-93.302307,2022-07-04T12:00:00Z,77.672,12.757,3,C4 (>55.4)
54907,45.00335341,-93.25570528,2022-07-04T12:00:00Z,78.361,12.91,3,C4 (>55.4)
21179,44.9659784,-93.284883,2022-07-04T12:00:00Z,77.078,18.548,1,C2 (12.1-35.4)
85113,44.9364071,-93.1789915,2022-07-04T12:00:00Z,80.761,15.6585,1,C2 (12.1-35.4)
143242,44.9675165,-93.2114928,2022-07-04T12:00:00Z,76.583,13.812,3,C4 (>55.4)
143214,44.9063869,-93.2323539,2022-07-04T12:00:00Z,77.172,14.3085,1,C2 (12.1-35.4)
142720,44.956349,-93.255908,2022-07-04T12:00:00Z,78.367,17.615000000000002,1,C2 (12.1-35.4)
46215,44.9100027,-93.2322485,2022-07-04T12:00:00Z,81.2,2.93,5,C6 (>500)
143226,44.9114735,-93.2251173,2022-07-04T12:00:00Z,78.072,15.674,1,C2 (12.1-35.4)
147749,44.955786,-93.385116,2022-07-04T12:00:00Z,81.9755,1.152,5,C6 (>500)
145470,44.908042,-93.2313388,2022-07-04T12:00:00Z,76.839,14.8865,1,C2 (12.1-35.4)
113486,44.927942,-93.254285,2022-07-04T12:00:00Z,79.033,8.4975,0,C1 (<12)
108274,45.030721,-93.393912,2022-07-04T12:00:00Z,80.378,6.1685,0,C1 (<12)
75827,44.932755,-93.140978,2022-07-04T12:00:00Z,80.272,14.1095,1,C2 (12.1-35.4)
126487,45.0386,-93.2142,2022-07-04T12:00:00Z,79.244,10.57,3,C4 (>55.4)
108366,44.8798835,-93.3896065,2022-07-04T12:00:00Z,80.167,11.0195,3,C4 (>55.4)
143214,44.9063869,-93.2323539,2022-07-04T18:00:00Z,87.689,5.4635,5,C6 (>500)
143226,44.9114735,-93.2251173,2022-07-04T18:00:00Z,89.961,6.906499999999999,0,C1 (<12)
107096,44.94275,-93.1704394,2022-07-04T18:00:00Z,87.733,11.234,3,C4 (>55.4)
11134,44.927815,-93.322808,2022-07-04T18:00:00Z,32.0,4.9545,5,C6 (>500)
23989,45.112031,-93.277993,2022-07-04T18:00:00Z,88.189,6.278,0,C1 (<12)
43305,44.898873,-93.302307,2022-07-04T18:00:00Z,87.939,4.306,5,C6 (>500)
85113,44.9364071,-93.1789915,2022-07-04T18:00:00Z,92.539,6.506,0,C1 (<12)
142720,44.956349,-93.255908,2022-07-04T18:00:00Z,90.31,12.763,3,C4 (>55.4)
21179,44.9659784,-93.284883,2022-07-04T18:00:00Z,85.872,6.1370000000000005,0,C1 (<12)
126487,45.0386,-93.2142,2022-07-04T18:00:00Z,89.255,2.9465,5,C6 (>500)
108366,44.8798835,-93.3896065,2022-07-04T18:00:00Z,88.106,5.225,5,C6 (>500)
17189,44.9812848,-93.2716517,2022-07-04T18:00:00Z,85.711,3.171,5,C6 (>500)
143242,44.9675165,-93.2114928,2022-07-04T18:00:00Z,84.866,6.332,0,C1 (<12)
145250,44.9681144,-93.3170144,2022-07-04T18:00:00Z,90.483,6.0585,0,C1 (<12)
107082,44.9202,-93.17529,2022-07-04T18:00:00Z,82.0,2.452,5,C6 (>500)
147749,44.955786,-93.385116,2022-07-04T18:00:00Z,80.797,0.03,5,C6 (>500)
108274,45.030721,-93.393912,2022-07-04T18:00:00Z,91.994,0.9275,5,C6 (>500)
75827,44.932755,-93.140978,2022-07-04T18:00:00Z,86.222,5.954,0,C1 (<12)
113486,44.927942,-93.254285,2022-07-04T18:00:00Z,88.761,1.877,5,C6 (>500)
108364,44.878977,-93.354913,2022-07-04T18:00:00Z,,3.7445,5,C6 (>500)
143648,45.03,-93.292549,2022-07-04T18:00:00Z,93.844,7.5295,0,C1 (<12)
54907,45.00335341,-93.25570528,2022-07-04T18:00:00Z,90.567,6.4125,0,C1 (<12)
145470,44.908042,-93.2313388,2022-07-04T18:00:00Z,91.278,5.42,5,C6 (>500)
3088,44.935901,-93.21761,2022-07-04T18:00:00Z,91.528,4.4205,5,C6 (>500)
128195,44.935632,-93.186259,2022-07-04T18:00:00Z,91.595,39.156,4,C5 (150.4-500)
46215,44.9100027,-93.2322485,2022-07-04T18:00:00Z,82.989,3.04,5,C6 (>500)
46215,44.9100027,-93.2322485,2022-07-05T00:00:00Z,85.922,4.8635,5,C6 (>500)
107082,44.9202,-93.17529,2022-07-05T00:00:00Z,82.0,6.566,0,C1 (<12)
143214,44.9063869,-93.2323539,2022-07-05T00:00:00Z,84.855,15.863499999999998,1,C2 (12.1-35.4)
128195,44.935632,-93.186259,2022-07-05T00:00:00Z,84.961,19.5225,1,C2 (12.1-35.4)
21179,44.9659784,-93.284883,2022-07-05T00:00:00Z,85.361,25.2,2,C3 (35.5-55.4)
85113,44.9364071,-93.1789915,2022-07-05T00:00:00Z,86.284,25.152,2,C3 (35.5-55.4)
23989,45.112031,-93.277993,2022-07-05T00:00:00Z,84.017,31.9465,4,C5 (150.4-500)
147749,44.955786,-93.385116,2022-07-05T00:00:00Z,81.0335,0.9375,5,C6 (>500)
145250,44.9681144,-93.3170144,2022-07-05T00:00:00Z,85.089,26.9055,2,C3 (35.5-55.4)
143648,45.03,-93.292549,2022-07-05T00:00:00Z,86.406,28.069000000000003,2,C3 (35.5-55.4)
11134,44.927815,-93.322808,2022-07-05T00:00:00Z,32.0,16.9655,1,C2 (12.1-35.4)
143226,44.9114735,-93.2251173,2022-07-05T00:00:00Z,86.189,17.954,1,C2 (12.1-35.4)
17189,44.9812848,-93.2716517,2022-07-05T00:00:00Z,85.817,4.222,5,C6 (>500)
126487,45.0386,-93.2142,2022-07-05T00:00:00Z,84.717,25.328000000000003,2,C3 (35.5-55.4)
145470,44.908042,-93.2313388,2022-07-05T00:00:00Z,83.65,17.2845,1,C2 (12.1-35.4)
143242,44.9675165,-93.2114928,2022-07-05T00:00:00Z,83.611,22.694,2,C3 (35.5-55.4)
107096,44.94275,-93.1704394,2022-07-05T00:00:00Z,87.8,4.14,5,C6 (>500)
108274,45.030721,-93.393912,2022-07-05T00:00:00Z,88.828,22.786,2,C3 (35.5-55.4)
75827,44.932755,-93.140978,2022-07-05T00:00:00Z,86.472,26.1625,2,C3 (35.5-55.4)
3088,44.935901,-93.21761,2022-07-05T00:00:00Z,88.033,10.876,3,C4 (>55.4)
43305,44.898873,-93.302307,2022-07-05T00:00:00Z,86.15,20.5845,2,C3 (35.5-55.4)
54907,45.00335341,-93.25570528,2022-07-05T00:00:00Z,84.433,24.7495,2,C3 (35.5-55.4)
108364,44.878977,-93.354913,2022-07-05T00:00:00Z,,16.2325,1,C2 (12.1-35.4)
108366,44.8798835,-93.3896065,2022-07-05T00:00:00Z,84.372,15.1835,1,C2 (12.1-35.4)
142720,44.956349,-93.255908,2022-07-05T00:00:00Z,86.422,39.995,4,C5 (150.4-500)
113486,44.927942,-93.254285,2022-07-05T00:00:00Z,86.633,18.0385,1,C2 (12.1-35.4)
46215,44.9100027,-93.2322485,2022-07-05T06:00:00Z,86.184,4.9045,5,C6 (>500)
147749,44.955786,-93.385116,2022-07-05T06:00:00Z,81.8775,0.8009999999999999,5,C6 (>500)
113486,44.927942,-93.254285,2022-07-05T06:00:00Z,79.889,21.0535,2,C3 (35.5-55.4)
3088,44.935901,-93.21761,2022-07-05T06:00:00Z,81.561,13.55,3,C4 (>55.4)
145250,44.9681144,-93.3170144,2022-07-05T06:00:00Z,78.605,27.5825,2,C3 (35.5-55.4)
128195,44.935632,-93.186259,2022-07-05T06:00:00Z,79.317,19.986,2,C3 (35.5-55.4)
143648,45.03,-93.292549,2022-07-05T06:00:00Z,78.622,26.182,2,C3 (35.5-55.4)
17189,44.9812848,-93.2716517,2022-07-05T06:00:00Z,86.806,4.55,5,C6 (>500)
143242,44.9675165,-93.2114928,2022-07-05T06:00:00Z,78.656,24.323,2,C3 (35.5-55.4)
143214,44.9063869,-93.2323539,2022-07-05T06:00:00Z,78.783,23.4005,2,C3 (35.5-55.4)
23989,45.112031,-93.277993,2022-07-05T06:00:00Z,78.15,30.9625,4,C5 (150.4-500)
108364,44.878977,-93.354913,2022-07-05T06:00:00Z,,21.115,2,C3 (35.5-55.4)
54907,45.00335341,-93.25570528,2022-07-05T06:00:00Z,78.583,23.759500000000003,2,C3 (35.5-55.4)
107082,44.9202,-93.17529,2022-07-05T06:00:00Z,82.0,7.023,0,C1 (<12)
43305,44.898873,-93.302307,2022-07-05T06:00:00Z,79.372,20.87,2,C3 (35.5-55.4)
142720,44.956349,-93.255908,2022-07-05T06:00:00Z,79.328,26.0515,2,C3 (35.5-55.4)
145470,44.908042,-93.2313388,2022-07-05T06:00:00Z,77.028,24.8125,2,C3 (35.5-55.4)
108366,44.8798835,-93.3896065,2022-07-05T06:00:00Z,79.789,24.3975,2,C3 (35.5-55.4)
108274,45.030721,-93.393912,2022-07-05T06:00:00Z,82.35,17.205,1,C2 (12.1-35.4)
75827,44.932755,-93.140978,2022-07-05T06:00:00Z,82.039,21.002,2,C3 (35.5-55.4)
85113,44.9364071,-93.1789915,2022-07-05T06:00:00Z,80.217,22.848,2,C3 (35.5-55.4)
143226,44.9114735,-93.2251173,2022-07-05T06:00:00Z,79.272,23.215000000000003,2,C3 (35.5-55.4)
11134,44.927815,-93.322808,2022-07-05T06:00:00Z,32.0,19.487,1,C2 (12.1-35.4)
126487,45.0386,-93.2142,2022-07-05T06:00:00Z,79.422,24.204,2,C3 (35.5-55.4)
107096,44.94275,-93.1704394,2022-07-05T06:00:00Z,85.767,0.955,5,C6 (>500)
21179,44.9659784,-93.284883,2022-07-05T06:00:00Z,80.211,25.581,2,C3 (35.5-55.4)
113486,44.927942,-93.254285,2022-07-05T12:00:00Z,82.939,23.12,2,C3 (35.5-55.4)
143214,44.9063869,-93.2323539,2022-07-05T12:00:00Z,85.461,22.5285,2,C3 (35.5-55.4)
142720,44.956349,-93.255908,2022-07-05T12:00:00Z,83.5,26.0595,2,C3 (35.5-55.4)
54907,45.00335341,-93.25570528,2022-07-05T12:00:00Z,85.233,22.6305,2,C3 (35.5-55.4)
23989,45.112031,-93.277993,2022-07-05T12:00:00Z,81.217,18.206,1,C2 (12.1-35.4)
145470,44.908042,-93.2313388,2022-07-05T12:00:00Z,86.417,22.8295,2,C3 (35.5-55.4)
143226,44.9114735,-93.2251173,2022-07-05T12:00:00Z,92.167,20.1,2,C3 (35.5-55.4)
3088,44.935901,-93.21761,2022-07-05T12:00:00Z,86.805,14.712,1,C2 (12.1-35.4)
143242,44.9675165,-93.2114928,2022-07-05T12:00:00Z,81.967,23.868,2,C3 (35.5-55.4)
21179,44.9659784,-93.284883,2022-07-05T12:00:00Z,87.656,22.7035,2,C3 (35.5-55.4)
17189,44.9812848,-93.2716517,2022-07-05T12:00:00Z,85.561,4.819,5,C6 (>500)
46215,44.9100027,-93.2322485,2022-07-05T12:00:00Z,85.844,3.9725,5,C6 (>500)
107082,44.9202,-93.17529,2022-07-05T12:00:00Z,82.062,5.222,5,C6 (>500)
143648,45.03,-93.292549,2022-07-05T12:00:00Z,82.789,24.442500000000003,2,C3 (35.5-55.4)
75827,44.932755,-93.140978,2022-07-05T12:00:00Z,73.622,22.847,2,C3 (35.5-55.4)
108274,45.030721,-93.393912,2022-07-05T12:00:00Z,87.301,20.3925,2,C3 (35.5-55.4)
11134,44.927815,-93.322808,2022-07-05T12:00:00Z,32.0,24.8375,2,C3 (35.5-55.4)
145250,44.9681144,-93.3170144,2022-07-05T12:00:00Z,83.972,27.4675,2,C3 (35.5-55.4)
128195,44.935632,-93.186259,2022-07-05T12:00:00Z,87.296,20.5405,2,C3 (35.5-55.4)
108366,44.8798835,-93.3896065,2022-07-05T12:00:00Z,89.106,25.372,2,C3 (35.5-55.4)
126487,45.0386,-93.2142,2022-07-05T12:00:00Z,84.506,17.328,1,C2 (12.1-35.4)
43305,44.898873,-93.302307,2022-07-05T12:00:00Z,85.856,25.8925,2,C3 (35.5-55.4)
107096,44.94275,-93.1704394,2022-07-05T12:00:00Z,86.239,0.946,5,C6 (>500)
108364,44.878977,-93.354913,2022-07-05T12:00:00Z,,24.704500000000003,2,C3 (35.5-55.4)
147749,44.955786,-93.385116,2022-07-05T12:00:00Z,81.664,12.933,3,C4 (>55.4)
85113,44.9364071,-93.1789915,2022-07-05T12:00:00Z,88.022,23.9545,2,C3 (35.5-55.4)
11134,44.927815,-93.322808,2022-07-05T18:00:00Z,32.0,10.770499999999998,3,C4 (>55.4)
143226,44.9114735,-93.2251173,2022-07-05T18:00:00Z,96.039,9.584,0,C1 (<12)
23989,45.112031,-93.277993,2022-07-05T18:00:00Z,89.955,8.8215,0,C1 (<12)
3088,44.935901,-93.21761,2022-07-05T18:00:00Z,94.0,6.018,0,C1 (<12)
21179,44.9659784,-93.284883,2022-07-05T18:00:00Z,90.461,9.476,0,C1 (<12)
143214,44.9063869,-93.2323539,2022-07-05T18:00:00Z,91.75,10.1345,3,C4 (>55.4)
85113,44.9364071,-93.1789915,2022-07-05T18:00:00Z,94.305,9.9335,0,C1 (<12)
145470,44.908042,-93.2313388,2022-07-05T18:00:00Z,93.889,10.184,3,C4 (>55.4)
126487,45.0386,-93.2142,2022-07-05T18:00:00Z,93.906,5.086,5,C6 (>500)
54907,45.00335341,-93.25570528,2022-07-05T18:00:00Z,97.922,8.8295,0,C1 (<12)
108366,44.8798835,-93.3896065,2022-07-05T18:00:00Z,95.222,12.3555,3,C4 (>55.4)
113486,44.927942,-93.254285,2022-07-05T18:00:00Z,90.883,6.307499999999999,0,C1 (<12)
142720,44.956349,-93.255908,2022-07-05T18:00:00Z,92.983,10.857,3,C4 (>55.4)
43305,44.898873,-93.302307,2022-07-05T18:00:00Z,92.117,10.1545,3,C4 (>55.4)
107096,44.94275,-93.1704394,2022-07-05T18:00:00Z,87.65,1.096,5,C6 (>500)
108364,44.878977,-93.354913,2022-07-05T18:00:00Z,,11.045,3,C4 (>55.4)
17189,44.9812848,-93.2716517,2022-07-05T18:00:00Z,84.706,3.321,5,C6 (>500)
143242,44.9675165,-93.2114928,2022-07-05T18:00:00Z,88.656,9.327,0,C1 (<12)
75827,44.932755,-93.140978,2022-07-05T18:00:00Z,72.522,10.1135,3,C4 (>55.4)
147749,44.955786,-93.385116,2022-07-05T18:00:00Z,80.586,1.541,5,C6 (>500)
46215,44.9100027,-93.2322485,2022-07-05T18:00:00Z,88.072,3.4485,5,C6 (>500)
143648,45.03,-93.292549,2022-07-05T18:00:00Z,89.495,10.1825,3,C4 (>55.4)
128195,44.935632,-93.186259,2022-07-05T18:00:00Z,93.845,5.3745,5,C6 (>500)
107082,44.9202,-93.17529,2022-07-05T18:00:00Z,83.239,3.874,5,C6 (>500)
108274,45.030721,-93.393912,2022-07-05T18:00:00Z,94.789,5.169499999999999,5,C6 (>500)
145250,44.9681144,-93.3170144,2022-07-05T18:00:00Z,92.994,12.3015,3,C4 (>55.4)
85113,44.9364071,-93.1789915,2022-07-06T00:00:00Z,83.828,9.41,0,C1 (<12)
143226,44.9114735,-93.2251173,2022-07-06T00:00:00Z,83.994,12.1575,3,C4 (>55.4)
142720,44.956349,-93.255908,2022-07-06T00:00:00Z,82.55,9.7,0,C1 (<12)
21179,44.9659784,-93.284883,2022-07-06T00:00:00Z,82.889,7.9405,0,C1 (<12)
108366,44.8798835,-93.3896065,2022-07-06T00:00:00Z,84.789,10.0535,3,C4 (>55.4)
3088,44.935901,-93.21761,2022-07-06T00:00:00Z,84.711,5.533,5,C6 (>500)
143648,45.03,-93.292549,2022-07-06T00:00:00Z,80.867,9.514,0,C1 (<12)
54907,45.00335341,-93.25570528,2022-07-06T00:00:00Z,82.267,9.2375,0,C1 (<12)
17189,44.9812848,-93.2716517,2022-07-06T00:00:00Z,86.111,3.407,5,C6 (>500)
43305,44.898873,-93.302307,2022-07-06T00:00:00Z,83.728,8.477,0,C1 (<12)
113486,44.927942,-93.254285,2022-07-06T00:00:00Z,83.111,4.693,5,C6 (>500)
46215,44.9100027,-93.2322485,2022-07-06T00:00:00Z,89.0,2.774,5,C6 (>500)
128195,44.935632,-93.186259,2022-07-06T00:00:00Z,82.586,4.542,5,C6 (>500)
145250,44.9681144,-93.3170144,2022-07-06T00:00:00Z,81.845,10.3135,3,C4 (>55.4)
107096,44.94275,-93.1704394,2022-07-06T00:00:00Z,87.105,0.991,5,C6 (>500)
143214,44.9063869,-93.2323539,2022-07-06T00:00:00Z,82.422,8.689499999999999,0,C1 (<12)
108274,45.030721,-93.393912,2022-07-06T00:00:00Z,85.161,3.613,5,C6 (>500)
143242,44.9675165,-93.2114928,2022-07-06T00:00:00Z,81.733,7.927,0,C1 (<12)
75827,44.932755,-93.140978,2022-07-06T00:00:00Z,66.466,8.4835,0,C1 (<12)
126487,45.0386,-93.2142,2022-07-06T00:00:00Z,82.656,4.6325,5,C6 (>500)
147749,44.955786,-93.385116,2022-07-06T00:00:00Z,80.85300000000001,1.6015,5,C6 (>500)
108364,44.878977,-93.354913,2022-07-06T00:00:00Z,,9.0455,0,C1 (<12)
11134,44.927815,-93.322808,2022-07-06T00:00:00Z,32.0,8.7615,0,C1 (<12)
107082,44.9202,-93.17529,2022-07-06T00:00:00Z,83.0,2.873,5,C6 (>500)
145470,44.908042,-93.2313388,2022-07-06T00:00:00Z,80.995,9.133,0,C1 (<12)
23989,45.112031,-93.277993,2022-07-06T00:00:00Z,80.994,7.631,0,C1 (<12)
145250,44.9681144,-93.3170144,2022-07-06T06:00:00Z,74.344,6.8005,0,C1 (<12)
17189,44.9812848,-93.2716517,2022-07-06T06:00:00Z,87.917,3.909,5,C6 (>500)
46215,44.9100027,-93.2322485,2022-07-06T06:00:00Z,88.078,0.6865,5,C6 (>500)
107082,44.9202,-93.17529,2022-07-06T06:00:00Z,82.661,1.705,5,C6 (>500)
108366,44.8798835,-93.3896065,2022-07-06T06:00:00Z,77.083,7.486499999999999,0,C1 (<12)
23989,45.112031,-93.277993,2022-07-06T06:00:00Z,71.901,4.455,5,C6 (>500)
143242,44.9675165,-93.2114928,2022-07-06T06:00:00Z,74.711,5.317500000000001,5,C6 (>500)
107096,44.94275,-93.1704394,2022-07-06T06:00:00Z,85.75,0.436,5,C6 (>500)
142720,44.956349,-93.255908,2022-07-06T06:00:00Z,74.461,6.2005,0,C1 (<12)
43305,44.898873,-93.302307,2022-07-06T06:00:00Z,76.345,6.836,0,C1 (<12)
108274,45.030721,-93.393912,2022-07-06T06:00:00Z,77.05,0.698,5,C6 (>500)
113486,44.927942,-93.254285,2022-07-06T06:00:00Z,75.433,1.9095,5,C6 (>500)
128195,44.935632,-93.186259,2022-07-06T06:00:00Z,75.289,1.48,5,C6 (>500)
143214,44.9063869,-93.2323539,2022-07-06T06:00:00Z,75.144,5.615,5,C6 (>500)
147749,44.955786,-93.385116,2022-07-06T06:00:00Z,81.7585,0.04,5,C6 (>500)
126487,45.0386,-93.2142,2022-07-06T06:00:00Z,74.345,1.3664999999999998,5,C6 (>500)
11134,44.927815,-93.322808,2022-07-06T06:00:00Z,32.0,5.811,0,C1 (<12)
143648,45.03,-93.292549,2022-07-06T06:00:00Z,71.908,5.785,0,C1 (<12)
54907,45.00335341,-93.25570528,2022-07-06T06:00:00Z,73.844,5.591,5,C6 (>500)
143226,44.9114735,-93.2251173,2022-07-06T06:00:00Z,76.373,5.5495,5,C6 (>500)
108364,44.878977,-93.354913,2022-07-06T06:00:00Z,,6.452999999999999,0,C1 (<12)
21179,44.9659784,-93.284883,2022-07-06T06:00:00Z,74.594,5.3515,5,C6 (>500)
85113,44.9364071,-93.1789915,2022-07-06T06:00:00Z,76.15,5.801500000000001,0,C1 (<12)
3088,44.935901,-93.21761,2022-07-06T06:00:00Z,77.211,3.415,5,C6 (>500)
75827,44.932755,-93.140978,2022-07-06T06:00:00Z,-215.167,5.02,5,C6 (>500)
145470,44.908042,-93.2313388,2022-07-06T06:00:00Z,73.194,6.027,0,C1 (<12)
143242,44.9675165,-93.2114928,2022-07-06T12:00:00Z,76.867,7.4855,0,C1 (<12)
3088,44.935901,-93.21761,2022-07-06T12:00:00Z,80.572,4.8765,5,C6 (>500)
143214,44.9063869,-93.2323539,2022-07-06T12:00:00Z,78.855,7.8155,0,C1 (<12)
113486,44.927942,-93.254285,2022-07-06T12:00:00Z,77.444,4.329,5,C6 (>500)
23989,45.112031,-93.277993,2022-07-06T12:00:00Z,75.661,7.298999999999999,0,C1 (<12)
108364,44.878977,-93.354913,2022-07-06T12:00:00Z,,8.22,0,C1 (<12)
75827,44.932755,-93.140978,2022-07-06T12:00:00Z,-228.0,7.963,0,C1 (<12)
85113,44.9364071,-93.1789915,2022-07-06T12:00:00Z,82.201,8.1355,0,C1 (<12)
126487,45.0386,-93.2142,2022-07-06T12:00:00Z,79.778,3.148,5,C6 (>500)
11134,44.927815,-93.322808,2022-07-06T12:00:00Z,32.0,8.326,0,C1 (<12)
143226,44.9114735,-93.2251173,2022-07-06T12:00:00Z,81.211,7.299,0,C1 (<12)
147749,44.955786,-93.385116,2022-07-06T12:00:00Z,81.558,0.4115,5,C6 (>500)
143648,45.03,-93.292549,2022-07-06T12:00:00Z,77.289,7.7545,0,C1 (<12)
46215,44.9100027,-93.2322485,2022-07-06T12:00:00Z,86.911,0.4125,5,C6 (>500)
21179,44.9659784,-93.284883,2022-07-06T12:00:00Z,78.856,7.7715,0,C1 (<12)
17189,44.9812848,-93.2716517,2022-07-06T12:00:00Z,86.6,4.683,5,C6 (>500)
145470,44.908042,-93.2313388,2022-07-06T12:00:00Z,79.472,8.065999999999999,0,C1 (<12)
