time_stamp,pm2.5_atm
2023-07-03T00:00:00Z,33.0465
2023-07-03T06:00:00Z,35.6655
2023-07-03T12:00:00Z,22.689999999999998
2023-07-03T18:00:00Z,16.0165
2023-07-04T00:00:00Z,14.623
2023-07-04T06:00:00Z,9.07
2023-07-04T12:00:00Z,13.646
2023-07-04T18:00:00Z,12.586500000000001
2023-07-05T00:00:00Z,32.997
2023-07-05T06:00:00Z,10.732
2023-07-05T12:00:00Z,6.726
2023-07-05T18:00:00Z,2.0555
2023-07-06T00:00:00Z,1.7
2023-07-06T06:00:00Z,1.4855
2023-07-06T12:00:00Z,1.237
2023-07-06T18:00:00Z,1.204
2023-07-07T00:00:00Z,8.258
2023-07-07T06:00:00Z,5.930999999999999
2023-07-07T12:00:00Z,3.1500000000000004
2023-07-07T18:00:00Z,3.343
2023-07-08T00:00:00Z,5.6475
2023-07-08T06:00:00Z,6.252000000000001
2023-07-08T12:00:00Z,7.0649999999999995
2023-07-08T18:00:00Z,5.971500000000001
2023-07-09T00:00:00Z,6.77
2023-07-09T06:00:00Z,8.0925
2023-07-09T12:00:00Z,5.772
2023-07-09T18:00:00Z,12.4725
