time_stamp,pm2.5_atm
2023-07-03T00:00:00Z,30.837000000000003
2023-07-03T06:00:00Z,32.5745
2023-07-03T12:00:00Z,19.7805
2023-07-03T18:00:00Z,14.051
2023-07-04T00:00:00Z,11.9375
2023-07-04T06:00:00Z,9.4695
2023-07-04T12:00:00Z,11.469999999999999
2023-07-04T18:00:00Z,10.4775
2023-07-05T00:00:00Z,21.484
2023-07-05T06:00:00Z,9.5145
2023-07-05T12:00:00Z,5.523
2023-07-05T18:00:00Z,1.5074999999999998
2023-07-06T00:00:00Z,1.103
2023-07-06T06:00:00Z,1.72
2023-07-06T12:00:00Z,1.3235000000000001
2023-07-06T18:00:00Z,1.057
2023-07-07T00:00:00Z,4.106
2023-07-07T06:00:00Z,4.8740000000000006
2023-07-07T12:00:00Z,2.4255
2023-07-07T18:00:00Z,3.0385
2023-07-08T00:00:00Z,5.3375
2023-07-08T06:00:00Z,5.532500000000001
2023-07-08T12:00:00Z,5.8165
2023-07-08T18:00:00Z,4.77
2023-07-09T00:00:00Z,11.108
2023-07-09T06:00:00Z,10.5305
2023-07-09T12:00:00Z,4.628
2023-07-09T18:00:00Z,10.715499999999999
